DATA LENGTH(steps) :
2489
STEP LENGTH(sec) :
0.005000

PCz,         PEL_Q0,      PEL_Q1,      PEL_Q2,      PEL_Q3,      WST,         RSP,         RSR,         RSY,         REP,         REY,         LSP,         LSR,         LSY,         LEP,         LEY,         PCzp,        wPELx,       wPELy,       wPELz,       WSTp,        RSPp,        RSRp,        RSYp,        REPp,        REYp,        LSPp,        LSRp,        LSYp,        LEPp,        LEYp,        PCzpp,       WSTpp,       RSPpp,       RSRpp,       RSYpp,       REPpp,       REYpp,       LSPpp,       LSRpp,       LSYpp,       LEPpp,       LEYpp
0.621597     0.983963     -0.009938    0.016372     0.177342     0.256746     -1.294979    -1.048485    1.130890     -0.434021    0.129437     0.130029     0.546442     -0.220932    -0.541249    0.027481     -0.002520    -0.043546    -0.070192    -0.035684    0.497243     1.818120     0.539474     -0.543263    0.039439     -0.306061    -0.159817    0.091609     -0.100505    -0.016326    0.084961     0.154291     -2.416554    -38.298687   1.324185     13.684758    -0.719206    7.090050     -0.589179    0.504145     0.800856     -1.427409    1.149581    
0.621586     0.983980     -0.010076    0.016220     0.177256     0.259202     -1.286367    -1.045771    1.128345     -0.433833    0.127995     0.129223     0.546906     -0.221425    -0.541349    0.027920     -0.001741    -0.044285    -0.069757    -0.031524    0.484863     1.625776     0.545392     -0.474722    0.035495     -0.270140    -0.162697    0.094071     -0.096937    -0.023334    0.090471     0.157230     -2.535299    -38.638967   1.043040     13.731673    -0.858155    7.278540     -0.562774    0.480439     0.626508     -1.375731    1.054798    
0.621579     0.983994     -0.010215    0.016070     0.177180     0.261595     -1.278721    -1.043031    1.126143     -0.433666    0.126736     0.128402     0.547383     -0.221901    -0.541483    0.028386     -0.000941    -0.045110    -0.069266    -0.027202    0.471902     1.431881     0.549949     -0.405989    0.030856     -0.233326    -0.165464    0.096402     -0.094243    -0.030070    0.095499     0.162796     -2.649190    -38.919250   0.779468     13.761434    -0.997428    7.446908     -0.543952    0.451813     0.450995     -1.319012    0.956121    
0.621577     0.984007     -0.010357    0.015921     0.177115     0.263921     -1.272048    -1.040271    1.124285     -0.433524    0.125662     0.127568     0.547870     -0.222367    -0.541649    0.028875     -0.000110    -0.046003    -0.068710    -0.022691    0.458372     1.236907     0.553269     -0.336791    0.025498     -0.195868    -0.168170    0.098542     -0.092342    -0.036469    0.099993     0.169916     -2.762942    -39.070158   0.548757     13.917655    -1.146074    7.536479     -0.538490    0.404553     0.309328     -1.240287    0.841710    
0.621578     0.984017     -0.010501    0.015774     0.177061     0.266178     -1.266352    -1.037498    1.122775     -0.433411    0.124777     0.126721     0.548368     -0.222825    -0.541847    0.029386     0.000752     -0.046918    -0.068071    -0.017974    0.444292     1.041326     0.555494     -0.266820    0.019411     -0.157972    -0.170851    0.100447     -0.091142    -0.042468    0.103891     0.174676     -2.868948    -39.162159   0.341047     14.070844    -1.288669    7.622011     -0.534075    0.357224     0.170766     -1.159290    0.717487    
0.621584     0.984026     -0.010647    0.015628     0.177019     0.268364     -1.261635    -1.034717    1.121617     -0.433330    0.124082     0.125860     0.548875     -0.223278    -0.542074    0.029914     0.001633     -0.047774    -0.067295    -0.013128    0.429759     0.845551     0.556828     -0.196429    0.012695     -0.119491    -0.173488    0.102161     -0.090688    -0.048094    0.107109     0.177773     -2.944103    -39.147903   0.192480     14.085446    -1.397689    7.770185     -0.520479    0.328257     0.010782     -1.091211    0.569746    
0.621594     0.984032     -0.010794    0.015485     0.176989     0.270476     -1.257897    -1.031930    1.120811     -0.433284    0.123582     0.124986     0.549390     -0.223732    -0.542328    0.030457     0.002532     -0.048532    -0.066350    -0.008216    0.414858     0.649979     0.557485     -0.126014    0.005441     -0.080237    -0.176064    0.103730     -0.091034    -0.053374    0.109587     0.181824     -3.016603    -39.080923   0.070646     14.080547    -1.503841    7.931524     -0.510220    0.299535     -0.148931    -1.020781    0.421284    
0.621609     0.984036     -0.010943    0.015345     0.176971     0.272512     -1.255135    -1.029142    1.120357     -0.433276    0.123280     0.124099     0.549912     -0.224189    -0.542608    0.031010     0.003452     -0.049341    -0.065319    -0.003149    0.399543     0.455004     0.557654     -0.055472    -0.002399    -0.040201    -0.178646    0.105113     -0.092121    -0.058246    0.111374     0.186326     -3.109335    -38.909305   -0.003403    14.136231    -1.632098    8.082886     -0.522482    0.253433     -0.286134    -0.928032    0.293459    
0.621629     0.984037     -0.011095    0.015208     0.176966     0.274471     -1.253347    -1.026353    1.120256     -0.433308    0.123180     0.123199     0.550441     -0.224653    -0.542911    0.031570     0.004392     -0.050334    -0.064274    0.002152     0.383782     0.261007     0.557510     0.015360     -0.010867    0.000524     -0.181303    0.106252     -0.093866    -0.062646    0.112523     0.189366     -3.195116    -38.689386   -0.053923    14.196796    -1.755093    8.206864     -0.540239    0.202375     -0.411715    -0.831886    0.166309    
0.621653     0.984036     -0.011248    0.015073     0.176974     0.276350     -1.252525    -1.023567    1.120510     -0.433385    0.123285     0.122286     0.550974     -0.225127    -0.543234    0.032135     0.005343     -0.051369    -0.063121    0.007593     0.367712     0.068331     0.557230     0.086393     -0.019842    0.041619     -0.184047    0.107130     -0.096178    -0.066587    0.112992     0.191139     -3.232859    -38.380901   -0.058113    14.216304    -1.834933    8.231290     -0.557456    0.148880     -0.513314    -0.744473    0.021220    
0.621682     0.984032     -0.011404    0.014942     0.176996     0.278148     -1.252663    -1.020781    1.121120     -0.433507    0.123596     0.121359     0.551512     -0.225615    -0.543577    0.032700     0.006302     -0.052305    -0.061765    0.013071     0.351477     -0.122696    0.556988     0.157548     -0.029193    0.082806     -0.186882    0.107738     -0.098976    -0.070090    0.112725     0.192397     -3.260982    -38.029914   -0.038644    14.245700    -1.905371    8.243537     -0.576313    0.094414     -0.605889    -0.656863    -0.127873   
0.621716     0.984026     -0.011561    0.014815     0.177031     0.279865     -1.253752    -1.017997    1.122086     -0.433676    0.124113     0.120417     0.552052     -0.226117    -0.543935    0.033262     0.007266     -0.053259    -0.060276    0.018625     0.335078     -0.311764    0.556964     0.229052     -0.038909    0.124181     -0.189828    0.108071     -0.102207    -0.073131    0.111718     0.193357     -3.298670    -37.597482   0.029128     14.355706    -1.981355    8.306619     -0.602274    0.038508     -0.686345    -0.559731    -0.275050   
0.621755     0.984017     -0.011720    0.014692     0.177080     0.281499     -1.255781    -1.015212    1.123411     -0.433896    0.124838     0.119461     0.552593     -0.226637    -0.544308    0.033818     0.008236     -0.054356    -0.058729    0.024312     0.318494     -0.498542    0.557346     0.301050     -0.048996    0.165852     -0.192902    0.108124     -0.105814    -0.075692    0.109988     0.194756     -3.334810    -37.113481   0.123624     14.443660    -2.053170    8.361431     -0.627242    -0.017335    -0.756561    -0.464602    -0.416930   
0.621799     0.984005     -0.011882    0.014573     0.177143     0.283050     -1.258737    -1.012423    1.125096     -0.434166    0.125772     0.118488     0.553133     -0.227175    -0.544692    0.034362     0.009214     -0.055493    -0.057053    0.030107     0.301769     -0.682587    0.558347     0.373066     -0.059386    0.207586     -0.196073    0.107902     -0.109700    -0.077821    0.107597     0.196170     -3.355199    -36.504650   0.276712     14.362799    -2.102763    8.332331     -0.641134    -0.071478    -0.797936    -0.387008    -0.539541   
0.621847     0.983991     -0.012046    0.014459     0.177221     0.284517     -1.262607    -1.009628    1.127141     -0.434490    0.126914     0.117500     0.553672     -0.227734    -0.545086    0.034894     0.010195     -0.056554    -0.055172    0.035973     0.284965     -0.863483    0.560166     0.444632     -0.069993    0.249108     -0.199313    0.107413     -0.113787    -0.079574    0.104615     0.196147     -3.366637    -35.853487   0.451006     14.263566    -2.140108    8.276327     -0.655050    -0.124154    -0.836850    -0.314118    -0.653309   
0.621901     0.983974     -0.012212    0.014349     0.177313     0.285900     -1.267372    -1.006822    1.129543     -0.434866    0.128263     0.116495     0.554207     -0.228313    -0.545488    0.035408     0.011172     -0.057611    -0.053122    0.041903     0.268153     -1.041011    0.562923     0.515940     -0.080720    0.290290     -0.202651    0.106671     -0.118116    -0.080966    0.101104     0.194826     -3.358024    -35.157825   0.651527     14.259659    -2.150683    8.196625     -0.680144    -0.172660    -0.894760    -0.242515    -0.750981   
0.621959     0.983954     -0.012380    0.014246     0.177420     0.287198     -1.273017    -1.003999    1.132301     -0.435297    0.129817     0.115473     0.554738     -0.228915    -0.545896    0.035905     0.012141     -0.058753    -0.050954    0.047893     0.251400     -1.214952    0.566725     0.587186     -0.091476    0.331028     -0.206122    0.105676     -0.122681    -0.081996    0.097107     0.192664     -3.343340    -34.418660   0.869349     14.238751    -2.152029    8.098539     -0.708015    -0.224975    -0.930882    -0.169780    -0.847915   
0.622022     0.983932     -0.012550    0.014148     0.177541     0.288414     -1.279522    -1.001154    1.135415     -0.435781    0.131573     0.114434     0.555264     -0.229540    -0.546308    0.036379     0.013098     -0.059954    -0.048660    0.053942     0.234730     -1.384874    0.571724     0.657919     -0.102215    0.371151     -0.209731    0.104372     -0.127160    -0.082649    0.092592     0.190221     -3.324424    -33.549983   1.130145     14.054519    -2.143233    7.950618     -0.735820    -0.296694    -0.860856    -0.091235    -0.957997   
0.622090     0.983906     -0.012722    0.014056     0.177678     0.289546     -1.286866    -0.998282    1.138880     -0.436319    0.133528     0.113376     0.555782     -0.230187    -0.546722    0.036830     0.014047     -0.061177    -0.046222    0.060046     0.218162     -1.550336    0.578073     0.727632     -0.112882    0.410480     -0.213467    0.102712     -0.131265    -0.082921    0.087550     0.189499     -3.303005    -32.635022   1.409756     13.830585    -2.123657    7.780969     -0.758462    -0.367295    -0.781321    -0.017745    -1.058819   
0.622163     0.983878     -0.012896    0.013971     0.177829     0.290595     -1.295025    -0.995374    1.142691     -0.436910    0.135678     0.112299     0.556291     -0.230853    -0.547137    0.037255     0.014994     -0.062438    -0.043648    0.066195     0.201715     -1.711085    0.585902     0.796237     -0.123369    0.448868     -0.217264    0.100759     -0.135143    -0.082891    0.082129     0.189291     -3.275810    -31.664437   1.721652     13.611166    -2.071104    7.574247     -0.760521    -0.414019    -0.769893    0.029713     -1.109461   
0.622240     0.983846     -0.013072    0.013893     0.177996     0.291563     -1.303976    -0.992423    1.146842     -0.437553    0.138017     0.111203     0.556790     -0.231538    -0.547551    0.037652     0.015931     -0.063760    -0.040945    0.072382     0.185421     -1.866887    0.595311     0.863686     -0.133562    0.486169     -0.221073    0.098580     -0.138965    -0.082635    0.076485     0.185308     -3.241831    -30.656355   2.041851     13.368448    -2.006384    7.346245     -0.762994    -0.457450    -0.758704    0.072709     -1.148329   
0.622322     0.983812     -0.013251    0.013822     0.178178     0.292449     -1.313694    -0.989420    1.151328     -0.438246    0.140540     0.110089     0.557277     -0.232242    -0.547963    0.038020     0.016841     -0.065126    -0.038097    0.078602     0.169350     -2.017412    0.606323     0.929677     -0.143393    0.522210     -0.224950    0.096158     -0.142563    -0.082144    0.070638     0.178827     -3.186493    -29.553912   2.362979     13.028019    -1.925968    7.070197     -0.787710    -0.511582    -0.680361    0.123893     -1.190283   
0.622408     0.983775     -0.013432    0.013758     0.178376     0.293256     -1.324151    -0.986359    1.156139     -0.438987    0.143239     0.108954     0.557751     -0.232964    -0.548373    0.038358     0.017724     -0.066509    -0.035085    0.084850     0.153567     -2.162331    0.618951     0.993830     -0.152805    0.556831     -0.228947    0.093457     -0.145720    -0.081408    0.064601     0.174378     -3.126446    -28.413626   2.688293     12.633371    -1.838827    6.778005     -0.811280    -0.568807    -0.582549    0.170612     -1.224590   
0.622499     0.983734     -0.013615    0.013703     0.178589     0.293985     -1.335317    -0.983231    1.161266     -0.439774    0.146108     0.107799     0.558211     -0.233699    -0.548777    0.038666     0.018588     -0.067878    -0.031899    0.091118     0.138079     -2.301406    0.633245     1.055713     -0.161754    0.589949     -0.232996    0.090465     -0.148361    -0.080503    0.058477     0.171275     -3.068916    -27.216332   3.029422     12.119559    -1.740481    6.469282     -0.808022    -0.627705    -0.474014    0.191289     -1.225222   
0.622594     0.983691     -0.013801    0.013656     0.178817     0.294637     -1.347165    -0.980027    1.166696     -0.440604    0.149139     0.106624     0.558656     -0.234447    -0.549178    0.038943     0.019434     -0.069223    -0.028551    0.097400     0.122879     -2.434396    0.649257     1.114876     -0.170182    0.621493     -0.237014    0.087189     -0.150451    -0.079508    0.052380     0.167031     -3.010946    -25.979545   3.375321     11.545720    -1.630919    6.148445     -0.799397    -0.682857    -0.361871    0.206823     -1.213285   
0.622693     0.983644     -0.013988    0.013617     0.179061     0.295214     -1.359661    -0.976738    1.172415     -0.441475    0.152323     0.105429     0.559083     -0.235204    -0.549573    0.039190     0.020256     -0.070645    -0.025111    0.103709     0.107980     -2.560949    0.667007     1.170867     -0.177979    0.651354     -0.241003    0.083679     -0.151971    -0.078421    0.046385     0.161696     -2.948695    -24.641795   3.724490     10.850940    -1.487701    5.795685     -0.796130    -0.721353    -0.246016    0.227826     -1.184749   
0.622797     0.983595     -0.014178    0.013588     0.179321     0.295717     -1.372774    -0.973357    1.178405     -0.442384    0.155652     0.104214     0.559493     -0.235967    -0.549962    0.039407     0.021049     -0.072232    -0.021639    0.110051     0.093409     -2.680747    0.686483     1.223293     -0.185037    0.679415     -0.244980    0.079980     -0.152907    -0.077233    0.040542     0.155584     -2.879948    -23.277224   4.066222     10.119271    -1.335475    5.429003     -0.794495    -0.758182    -0.128642    0.247153     -1.152416   
0.622904     0.983542     -0.014370    0.013568     0.179596     0.296148     -1.386469    -0.969874    1.184648     -0.443326    0.159117     0.102979     0.559883     -0.236733    -0.550345    0.039595     0.021810     -0.073916    -0.018095    0.116387     0.079235     -2.793706    0.707586     1.271994     -0.191327    0.705584     -0.248951    0.076072     -0.153251    -0.075980    0.034858     0.148876     -2.789490    -21.906330   4.374941     9.360990     -1.180875    5.038561     -0.794026    -0.804999    -0.008901    0.254303     -1.121494   
0.623015     0.983486     -0.014565    0.013557     0.179887     0.296509     -1.400711    -0.966281    1.191125     -0.444297    0.162708     0.101724     0.560253     -0.237499    -0.550722    0.039755     0.022538     -0.075601    -0.014420    0.122683     0.065516     -2.899751    0.730209     1.316756     -0.196845    0.729822     -0.252908    0.071933     -0.152977    -0.074706    0.029348     0.142108     -2.698022    -20.511626   4.674156     8.544037     -1.025974    4.656570     -0.788825    -0.850607    0.118753     0.255222     -1.082200   
0.623129     0.983427     -0.014763    0.013556     0.180193     0.296803     -1.415466    -0.962571    1.197815     -0.445294    0.166415     0.100450     0.560602     -0.238263    -0.551092    0.039889     0.023231     -0.077239    -0.010591    0.128970     0.052211     -2.998600    0.754315     1.356914     -0.201590    0.752294     -0.256789    0.067603     -0.151990    -0.073460    0.024123     0.135311     -2.624223    -19.027999   4.968368     7.519012     -0.872247    4.332151     -0.763528    -0.881390    0.275691     0.243390     -1.008006   
0.623247     0.983365     -0.014963    0.013565     0.180515     0.297031     -1.430697    -0.958738    1.204694     -0.446313    0.170231     0.099157     0.560929     -0.239019    -0.551456    0.039997     0.023891     -0.078821    -0.006610    0.135281     0.039275     -3.089989    0.779863     1.391847     -0.205544    0.773108     -0.260544    0.063120     -0.150220    -0.072276    0.019276     0.128653     -2.550071    -17.527712   5.250497     6.454396     -0.709234    3.993362     -0.738573    -0.911783    0.432495     0.229856     -0.930586   
0.623368     0.983299     -0.015166    0.013585     0.180852     0.297196     -1.446366    -0.954773    1.211734     -0.447350    0.174146     0.097845     0.561234     -0.239765    -0.551815    0.040081     0.024518     -0.080446    -0.002558    0.141604     0.026758     -3.173932    0.806712     1.421582     -0.208587    0.791940     -0.264228    0.058452     -0.147740    -0.071146    0.014762     0.122043     -2.456839    -16.049699   5.489300     5.439492     -0.507905    3.539528     -0.735077    -0.955443    0.559482     0.222269     -0.875158   
0.623492     0.983231     -0.015371    0.013615     0.181205     0.297299     -1.462436    -0.950671    1.218910     -0.448399    0.178150     0.096514     0.561514     -0.240497    -0.552168    0.040144     0.025111     -0.082199    0.001499     0.147915     0.014718     -3.250489    0.834705     1.446206     -0.210623    0.808554     -0.267891    0.053575     -0.144642    -0.070071    0.010536     0.115206     -2.358816    -14.573106   5.707690     4.409931     -0.306659    3.106243     -0.729951    -0.995177    0.679807     0.207958     -0.815176   
0.623619     0.983159     -0.015579    0.013655     0.181574     0.297343     -1.478871    -0.946426    1.226196     -0.449456    0.182232     0.095166     0.561769     -0.241211    -0.552515    0.040187     0.025669     -0.083986    0.005618     0.154188     0.003170     -3.319622    0.863693     1.465410     -0.211750    0.823495     -0.271458    0.048572     -0.140934    -0.069149    0.006711     0.107847     -2.260710    -13.079920   5.887760     3.272028     -0.144059    2.870201     -0.696846    -1.005943    0.803308     0.160812     -0.714989   
0.623749     0.983084     -0.015789    0.013706     0.181958     0.297331     -1.495633    -0.942034    1.233564     -0.450516    0.186385     0.093800     0.562000     -0.241906    -0.552859    0.040211     0.026185     -0.085717    0.009853     0.160407     -0.007893    -3.381281    0.893534     1.478812     -0.212069    0.837286     -0.274850    0.043524     -0.136605    -0.068467    0.003387     0.098860     -2.164221    -11.583765   6.048473     2.088621     0.016532     2.646042     -0.660054    -1.013445    0.928125     0.111699     -0.614716   
0.623881     0.983006     -0.016002    0.013769     0.182357     0.297264     -1.512684    -0.937490    1.240984     -0.451577    0.190605     0.092417     0.562205     -0.242577    -0.553200    0.040221     0.026655     -0.087473    0.014122     0.166604     -0.018489    -3.435471    0.924080     1.486112     -0.211508    0.849581     -0.278091    0.038398     -0.131648    -0.067969    0.000464     0.089114     -2.074289    -10.092328   6.170073     0.831537     0.207734     2.272173     -0.636490    -1.036863    1.055035     0.087557     -0.554304   
0.624016     0.982924     -0.016218    0.013842     0.182772     0.297146     -1.529987    -0.932793    1.248425     -0.452632    0.194881     0.091019     0.562384     -0.243223    -0.553539    0.040216     0.027082     -0.089338    0.018341     0.172806     -0.028636    -3.482239    0.955181     1.487154     -0.209990    0.860019     -0.281219    0.033148     -0.126050    -0.067592    -0.002166    0.081708     -1.984542    -8.614824    6.270188     -0.414995    0.399521     1.902932     -0.614436    -1.063223    1.184180     0.063184     -0.497523   
0.624152     0.982839     -0.016436    0.013927     0.183202     0.296978     -1.547506    -0.927939    1.255855     -0.453676    0.199205     0.089605     0.562536     -0.243838    -0.553876    0.040199     0.027476     -0.091226    0.022570     0.178981     -0.038320    -3.521747    0.986665     1.482252     -0.207584    0.869031     -0.284218    0.027776     -0.119789    -0.067402    -0.004448    0.075624     -1.888976    -7.188332    6.323468     -1.545640    0.563036     1.701907     -0.585194    -1.085435    1.320172     0.012915     -0.415400   
0.624290     0.982751     -0.016658    0.014022     0.183647     0.296763     -1.565205    -0.922926    1.263247     -0.454707    0.203571     0.088177     0.562661     -0.244420    -0.554213    0.040171     0.027833     -0.093042    0.026877     0.185094     -0.047522    -3.554185    1.018354     1.471731     -0.204371    0.877088     -0.287064    0.022310     -0.112887    -0.067480    -0.006314    0.067250     -1.791994    -5.786897    6.352043     -2.663025    0.721944     1.520669     -0.553486    -1.101024    1.440566     -0.044146    -0.330882   
0.624430     0.982660     -0.016882    0.014129     0.184107     0.296503     -1.583048    -0.917755    1.270573     -0.455720    0.207976     0.086734     0.562759     -0.244967    -0.554551    0.040136     0.028144     -0.094823    0.031216     0.191164     -0.056240    -3.579739    1.050055     1.455465     -0.200340    0.884015     -0.289746    0.016822     -0.105556    -0.067847    -0.007796    0.057387     -1.695170    -4.434675    6.328638     -3.843257    0.890694     1.250357     -0.519101    -1.094276    1.491719     -0.102483    -0.262121   
0.624572     0.982565     -0.017108    0.014247     0.184582     0.296200     -1.601002    -0.912426    1.277802     -0.456711    0.212411     0.085279     0.562830     -0.245476    -0.554891    0.040094     0.028410     -0.096623    0.035522     0.197215     -0.064481    -3.598598    1.081591     1.433291     -0.195472    0.889628     -0.292250    0.011372     -0.097971    -0.068509    -0.008958    0.048932     -1.600976    -3.108983    6.285548     -5.026407    1.056357     0.994807     -0.482470    -1.085852    1.542164     -0.162379    -0.202562   
0.624714     0.982467     -0.017338    0.014375     0.185072     0.295858     -1.619034    -0.906939    1.284906     -0.457675    0.216872     0.083812     0.562873     -0.245947    -0.555236    0.040046     0.028636     -0.098437    0.039786     0.203231     -0.072276    -3.610971    1.112844     1.405329     -0.189831    0.894334     -0.294555    0.005924     -0.089968    -0.069483    -0.009874    0.041518     -1.517142    -1.840198    6.215700     -6.158379    1.199830     0.887376     -0.439535    -1.093061    1.659019     -0.227238    -0.164059   
0.624858     0.982365     -0.017570    0.014515     0.185577     0.295477     -1.637112    -0.901297    1.291855     -0.458609    0.221355     0.082334     0.562889     -0.246376    -0.555586    0.039995     0.028825     -0.100252    0.044007     0.209185     -0.079643    -3.617099    1.143694     1.371828     -0.183482    0.898530     -0.296648    0.000436     -0.081391    -0.070782    -0.010605    0.033769     -1.429839    -0.611010    6.124348     -7.242048    1.339792     0.791265     -0.397736    -1.102300    1.771832     -0.292564    -0.128026   
0.625003     0.982261     -0.017804    0.014666     0.186096     0.295061     -1.655205    -0.895502    1.298624     -0.459510    0.225857     0.080845     0.562877     -0.246760    -0.555944    0.039940     0.028973     -0.102070    0.048173     0.215041     -0.086514    -3.617335    1.173939     1.333263     -0.176413    0.901989     -0.298559    -0.005080    -0.072457    -0.072401    -0.011127    0.025653     -1.318301    0.516701     5.973736     -8.183682    1.487896     0.592312     -0.366785    -1.104024    1.802065     -0.354800    -0.080814   
0.625148     0.982153     -0.018042    0.014828     0.186630     0.294612     -1.673285    -0.889558    1.305188     -0.460373    0.230375     0.079348     0.562838     -0.247100    -0.556310    0.039883     0.029080     -0.103882    0.052281     0.220784     -0.092838    -3.612013    1.203385     1.290029     -0.168633    0.904450     -0.300310    -0.010590    -0.063413    -0.074345    -0.011418    0.017143     -1.211359    1.612283     5.804571     -9.110091    1.624200     0.392012     -0.333435    -1.100206    1.815314     -0.422759    -0.035599   
0.625293     0.982041     -0.018282    0.015000     0.187178     0.294133     -1.691325    -0.883468    1.311524     -0.461196    0.234902     0.077842     0.562771     -0.247395    -0.556687    0.039826     0.029144     -0.105621    0.056363     0.226472     -0.098734    -3.601280    1.231948     1.241960     -0.160309    0.906153     -0.301843    -0.016045    -0.054267    -0.076693    -0.011531    0.008584     -1.147039    2.680822     5.620459     -10.117629   1.705161     0.289162     -0.279642    -1.081736    1.843200     -0.516705    -0.009550   
0.625439     0.981927     -0.018525    0.015183     0.187739     0.293625     -1.709298    -0.877238    1.317608     -0.461976    0.239436     0.076330     0.562678     -0.247643    -0.557077    0.039768     0.029169     -0.107243    0.060434     0.232148     -0.104310    -3.585323    1.259560     1.188996     -0.151575    0.907361     -0.303102    -0.021403    -0.044976    -0.079513    -0.011525    0.001155     -1.083367    3.702033     5.424591     -11.067852   1.788821     0.194101     -0.223999    -1.061391    1.873030     -0.611308    0.011958    
0.625585     0.981809     -0.018770    0.015376     0.188315     0.293090     -1.727178    -0.870873    1.323414     -0.462712    0.243975     0.074811     0.562557     -0.247844    -0.557482    0.039711     0.029158     -0.108856    0.064396     0.237738     -0.109467    -3.564665    1.286113     1.132057     -0.142256    0.907928     -0.304115    -0.026677    -0.035554    -0.082748    -0.011408    -0.005597    -0.979668    4.560975     5.196649     -11.707684   1.938620     0.032747     -0.181397    -1.048200    1.895992     -0.682552    0.034464    
0.625731     0.981688     -0.019017    0.015579     0.188904     0.292530     -1.744945    -0.864377    1.328928     -0.463399    0.248516     0.073288     0.562411     -0.247998    -0.557905    0.039654     0.029110     -0.110550    0.068166     0.243167     -0.114108    -3.539815    1.311487     1.072033     -0.132216    0.907648     -0.304919    -0.031885    -0.026043    -0.086333    -0.011184    -0.013263    -0.876477    5.378979     4.952774     -12.301797   2.077217     -0.144977    -0.139976    -1.035126    1.908099     -0.751521    0.055378    
0.625876     0.981563     -0.019267    0.015792     0.189506     0.291949     -1.762577    -0.857758    1.334135     -0.464034    0.253052     0.071762     0.562239     -0.248105    -0.558346    0.039599     0.029024     -0.112201    0.071838     0.248506     -0.118337    -3.510879    1.335562     1.008720     -0.121761    0.906481     -0.305494    -0.037012    -0.016564    -0.090299    -0.010873    -0.021529    -0.815350    6.195499     4.677243     -13.023426   2.104868     -0.321892    -0.090245    -1.015370    1.883653     -0.834746    0.068922    
0.626021     0.981436     -0.019519    0.016014     0.190122     0.291347     -1.780054    -0.851022    1.339015     -0.464616    0.257580     0.070233     0.562041     -0.248164    -0.558808    0.039545     0.028897     -0.113682    0.075506     0.253823     -0.122267    -3.477952    1.358242     0.941877     -0.111188    0.904473     -0.305813    -0.042028    -0.007233    -0.094696    -0.010488    -0.029267    -0.756610    6.975322     4.394697     -13.713732   2.124496     -0.481213    -0.037097    -0.990959    1.848701     -0.924159    0.085211    
0.626165     0.981305     -0.019773    0.016246     0.190750     0.290726     -1.797356    -0.844176    1.343553     -0.465146    0.262097     0.068704     0.561818     -0.248177    -0.559293    0.039494     0.028733     -0.115068    0.079103     0.259037     -0.125822    -3.441489    1.379518     0.872215     -0.100319    0.901842     -0.305852    -0.046891    0.001909     -0.099567    -0.009975    -0.036294    -0.665356    7.609836     4.115750     -14.151222   2.222983     -0.570970    0.021408     -0.954617    1.808278     -1.024070    0.119844    
0.626308     0.981171     -0.020029    0.016486     0.191391     0.290089     -1.814468    -0.837227    1.347737     -0.465620    0.266599     0.067175     0.561572     -0.248145    -0.559803    0.039446     0.028537     -0.116461    0.082538     0.264059     -0.128917    -3.401964    1.399384     0.800554     -0.088965    0.898728     -0.305599    -0.051574    0.010838     -0.104932    -0.009293    -0.041967    -0.572521    8.200312     3.830777     -14.513286   2.318576     -0.674558    0.079823     -0.918597    1.763082     -1.122155    0.153159    
0.626451     0.981034     -0.020287    0.016736     0.192044     0.289437     -1.831376    -0.830182    1.351559     -0.466035    0.271084     0.065648     0.561303     -0.248069    -0.560342    0.039401     0.028314     -0.117866    0.085791     0.268927     -0.131613    -3.359563    1.417756     0.727204     -0.077359    0.894785     -0.305068    -0.056110    0.019506     -0.110744    -0.008503    -0.047091    -0.505879    8.759941     3.518101     -14.826463   2.323734     -0.903034    0.132526     -0.895799    1.704259     -1.202439    0.162857    
0.626592     0.980894     -0.020548    0.016993     0.192709     0.288773     -1.848064    -0.823049    1.355010     -0.466393    0.275547     0.064124     0.561011     -0.247950    -0.560911    0.039361     0.028060     -0.119244    0.088877     0.273696     -0.133987    -3.314435    1.434548     0.652350     -0.065765    0.889683     -0.304274    -0.060528    0.027867     -0.116949    -0.007664    -0.054526    -0.443790    9.291217     3.198591     -15.115126   2.313842     -1.137537    0.185145     -0.871279    1.640022     -1.279771    0.172414    
0.626731     0.980750     -0.020810    0.017258     0.193386     0.288097     -1.864520    -0.815836    1.358082     -0.466693    0.279981     0.062605     0.560697     -0.247790    -0.561511    0.039324     0.027766     -0.120484    0.091888     0.278346     -0.136031    -3.266857    1.449743     0.576176     -0.054145    0.883661     -0.303203    -0.064773    0.035886     -0.123556    -0.006721    -0.063041    -0.373719    9.739926     2.879447     -15.354620   2.334181     -1.271256    0.243144     -0.826650    1.567750     -1.363095    0.205028    
0.626869     0.980604     -0.021074    0.017531     0.194073     0.287412     -1.880733    -0.808552    1.360771     -0.466935    0.284383     0.061092     0.560363     -0.247591    -0.562146    0.039293     0.027438     -0.121517    0.094887     0.282845     -0.137718    -3.217136    1.463346     0.498996     -0.042423    0.877010     -0.301842    -0.068791    0.043526     -0.130583    -0.005604    -0.068253    -0.301323    10.148574    2.561820     -15.517349   2.354662     -1.389168    0.301062     -0.780532    1.488172     -1.447335    0.241610    
0.627006     0.980455     -0.021338    0.017812     0.194772     0.286720     -1.896691    -0.801203    1.363072     -0.467117    0.288751     0.059587     0.560009     -0.247355    -0.562817    0.039268     0.027089     -0.122503    0.097738     0.287167     -0.139041    -3.165566    1.475376     0.421647     -0.030673    0.869676     -0.300207    -0.072614    0.050715     -0.138024    -0.004323    -0.071416    -0.227604    10.479545    2.249890     -15.422188   2.345481     -1.544641    0.353283     -0.748563    1.387408     -1.529248    0.271011    
