DATA LENGTH(steps) :
3645
STEP LENGTH(sec) :
0.005000

PCz,         PEL_Q0,      PEL_Q1,      PEL_Q2,      PEL_Q3,      WST,         RSP,         RSR,         RSY,         REP,         REY,         LSP,         LSR,         LSY,         LEP,         LEY,         PCzp,        wPELx,       wPELy,       wPELz,       WSTp,        RSPp,        RSRp,        RSYp,        REPp,        REYp,        LSPp,        LSRp,        LSYp,        LEPp,        LEYp,        PCzpp,       WSTpp,       RSPpp,       RSRpp,       RSYpp,       REPpp,       REYpp,       LSPpp,       LSRpp,       LSYpp,       LEPpp,       LEYpp
0.621000     0.999999     -0.000883    -0.001295    -0.000358    -0.029272    0.150228     -0.392925    0.472240     -0.530454    -0.023058    0.119175     0.406200     -0.454928    -0.497173    0.016892     0.000000     -0.010710    -0.026873    -0.015655    0.003071     -0.149472    -0.089956    0.248205     -0.001339    0.000370     -0.028892    0.029893     -0.117198    0.011993     0.057981     0.000000     -0.013153    -1.865853    -0.264490    -0.559322    -0.994674    1.236142     -1.252879    -0.263585    -0.579893    -1.078119    -1.058540   
0.621000     0.999999     -0.000910    -0.001363    -0.000398    -0.029257    0.149457     -0.393379    0.473474     -0.530473    -0.023041    0.119015     0.406346     -0.455521    -0.497126    0.017168     0.000000     -0.010631    -0.027499    -0.016362    0.003022     -0.158726    -0.091300    0.245003     -0.006504    0.006321     -0.035109    0.028625     -0.119756    0.006529     0.052644     0.000000     -0.006481    -1.835943    -0.273011    -0.721596    -1.071455    1.144220     -1.234126    -0.243804    -0.443122    -1.107647    -1.076165   
0.621000     0.999998     -0.000936    -0.001432    -0.000440    -0.029242    0.148641     -0.393838    0.474690     -0.530519    -0.022995    0.118824     0.406486     -0.456125    -0.497107    0.017418     0.000000     -0.010642    -0.028128    -0.017043    0.002966     -0.167847    -0.092697    0.241083     -0.012026    0.011760     -0.041271    0.027390     -0.121512    0.001028     0.047174     0.000000     -0.015549    -1.812586    -0.285715    -0.846087    -1.137359    1.031345     -1.230329    -0.250018    -0.259497    -1.092668    -1.111746   
0.621000     0.999998     -0.000963    -0.001504    -0.000484    -0.029227    0.147779     -0.394305    0.475885     -0.530593    -0.022923    0.118602     0.406620     -0.456736    -0.497116    0.017640     0.000000     -0.010729    -0.028762    -0.017675    0.002874     -0.176845    -0.094146    0.236513     -0.017879    0.016627     -0.047414    0.026125     -0.122360    -0.004391    0.041545     0.000000     -0.021380    -1.786322    -0.294106    -0.982160    -1.203842    0.915739     -1.226972    -0.256062    -0.079644    -1.075177    -1.140036   
0.621000     0.999998     -0.000990    -0.001576    -0.000528    -0.029213    0.146872     -0.394780    0.477056     -0.530697    -0.022829    0.118350     0.406747     -0.457349    -0.497151    0.017834     0.000000     -0.010746    -0.029394    -0.018320    0.002824     -0.185665    -0.095584    0.231052     -0.024098    0.020942     -0.053507    0.024896     -0.122463    -0.009810    0.035892     0.000000     0.001479     -1.741878    -0.281062    -1.202349    -1.283519    0.810167     -1.210410    -0.235426    0.038262     -1.092141    -1.121206   
0.621000     0.999998     -0.001017    -0.001650    -0.000575    -0.029199    0.145922     -0.395261    0.478196     -0.530834    -0.022714    0.118067     0.406869     -0.457961    -0.497214    0.017999     0.000000     -0.010584    -0.030015    -0.019030    0.002881     -0.194267    -0.096962    0.224515     -0.030710    0.024738     -0.059506    0.023773     -0.121973    -0.015325    0.030344     0.000000     0.021000     -1.699022    -0.270197    -1.412440    -1.361420    0.708113     -1.189182    -0.213791    0.157809     -1.114175    -1.097695   
0.621000     0.999998     -0.001043    -0.001726    -0.000624    -0.029185    0.144930     -0.395750    0.479301     -0.531005    -0.022582    0.117755     0.406985     -0.458568    -0.497304    0.018137     0.000000     -0.010418    -0.030621    -0.019732    0.002929     -0.202717    -0.098362    0.217238     -0.037661    0.028033     -0.065385    0.022702     -0.120714    -0.020916    0.024844     0.000000     -0.001527    -1.680694    -0.289488    -1.498021    -1.419029    0.610096     -1.162497    -0.214842    0.345860     -1.122028    -1.102582   
0.621000     0.999998     -0.001069    -0.001803    -0.000674    -0.029170    0.143895     -0.396245    0.480368     -0.531211    -0.022434    0.117414     0.407096     -0.459168    -0.497423    0.018248     0.000000     -0.010414    -0.031206    -0.020350    0.002862     -0.211074    -0.099857    0.209560     -0.044884    0.030846     -0.071131    0.021618     -0.118502    -0.026540    0.019310     0.000000     -0.025443    -1.662224    -0.308528    -1.573163    -1.470212    0.514850     -1.135885    -0.218572    0.539002     -1.127697    -1.111033   
0.621000     0.999997     -0.001095    -0.001882    -0.000726    -0.029156    0.142819     -0.396748    0.481396     -0.531453    -0.022273    0.117044     0.407201     -0.459753    -0.497570    0.018330     0.000000     -0.010436    -0.031786    -0.020927    0.002766     -0.219276    -0.101369    0.201300     -0.052350    0.033199     -0.076759    0.020546     -0.115444    -0.032206    0.013769     0.000000     -0.012875    -1.618658    -0.296407    -1.731059    -1.515980    0.426656     -1.115022    -0.210331    0.683999     -1.138807    -1.105346   
0.621000     0.999997     -0.001121    -0.001962    -0.000779    -0.029142    0.141702     -0.397259    0.482381     -0.531734    -0.022102    0.116646     0.407301     -0.460322    -0.497745    0.018385     0.000000     -0.010334    -0.032372    -0.021521    0.002748     -0.227251    -0.102812    0.192226     -0.060042    0.035108     -0.082281    0.019522     -0.111690    -0.037929    0.008271     0.000000     0.005595     -1.571111    -0.280720    -1.898552    -1.560751    0.336753     -1.093800    -0.199362    0.817579     -1.150037    -1.093712   
0.621000     0.999997     -0.001147    -0.002044    -0.000833    -0.029128    0.140546     -0.397776    0.483319     -0.532054    -0.021922    0.116221     0.407397     -0.460870    -0.497949    0.018413     0.000000     -0.010196    -0.032960    -0.022133    0.002790     -0.235010    -0.104218    0.182425     -0.067961    0.036532     -0.087679    0.018550     -0.107262    -0.043694    0.002856     0.000000     0.011184     -1.532735    -0.281932    -2.021679    -1.606951    0.232965     -1.065392    -0.189449    0.953638     -1.156309    -1.072431   
0.621000     0.999997     -0.001172    -0.002127    -0.000889    -0.029114    0.139352     -0.398301    0.484205     -0.532414    -0.021736    0.115769     0.407487     -0.461395    -0.498182    0.018414     0.000000     -0.010137    -0.033541    -0.022745    0.002849     -0.242580    -0.105637    0.172040     -0.076107    0.037459     -0.092934    0.017627     -0.102170    -0.049489    -0.002448    0.000000     0.012420     -1.495051    -0.285678    -2.132264    -1.651551    0.137888     -1.036590    -0.179752    1.083393     -1.161512    -1.048871   
0.621000     0.999996     -0.001198    -0.002212    -0.000947    -0.029100    0.138121     -0.398833    0.485039     -0.532815    -0.021547    0.115292     0.407573     -0.461892    -0.498444    0.018388     0.000000     -0.010128    -0.034102    -0.023327    0.002903     -0.249945    -0.107058    0.161117     -0.084457    0.038033     -0.098059    0.016753     -0.096498    -0.055311    -0.007634    0.000000     0.009130     -1.450959    -0.282665    -2.237049    -1.688322    0.091538     -1.013401    -0.169865    1.185450     -1.167402    -1.025846   
0.621000     0.999996     -0.001223    -0.002297    -0.001006    -0.029085    0.136853     -0.399371    0.485817     -0.533258    -0.021356    0.114789     0.407654     -0.462360    -0.498735    0.018337     0.000000     -0.010112    -0.034636    -0.023857    0.002942     -0.257091    -0.108456    0.149685     -0.092973    0.038380     -0.103056    0.015922     -0.090306    -0.061170    -0.012716    0.000000     0.006413     -1.407389    -0.276401    -2.335782    -1.718052    0.047274     -0.985625    -0.162446    1.291216     -1.176047    -1.006696   
0.621000     0.999996     -0.001248    -0.002385    -0.001066    -0.029071    0.135550     -0.399917    0.486536     -0.533745    -0.021164    0.114261     0.407732     -0.462795    -0.499056    0.018261     0.000000     -0.010061    -0.035161    -0.024380    0.002984     -0.264040    -0.109807    0.137805     -0.101587    0.038405     -0.107855    0.015103     -0.083479    -0.067098    -0.017739    0.000000     0.010518     -1.372311    -0.263894    -2.416109    -1.727444    -0.037377    -0.933885    -0.165089    1.439514     -1.195030    -1.002511   
0.621000     0.999995     -0.001274    -0.002473    -0.001128    -0.029055    0.134212     -0.400469    0.487195     -0.534274    -0.020972    0.113710     0.407805     -0.463195    -0.499406    0.018160     0.000000     -0.009960    -0.035695    -0.024935    0.003052     -0.270809    -0.111099    0.125550     -0.110244    0.038010     -0.112399    0.014272     -0.075935    -0.073115    -0.022737    0.000000     0.016927     -1.335498    -0.252915    -2.486013    -1.735536    -0.120411    -0.883775    -0.167301    1.578101     -1.211947    -0.996758   
0.621000     0.999995     -0.001298    -0.002563    -0.001191    -0.029040    0.132842     -0.401028    0.487791     -0.534847    -0.020783    0.113137     0.407875     -0.463554    -0.499787    0.018034     0.000000     -0.009821    -0.036214    -0.025490    0.003159     -0.277356    -0.112367    0.113003     -0.118980    0.037318     -0.116769    0.013460     -0.067902    -0.079171    -0.027653    0.000000     0.025731     -1.283250    -0.254292    -2.532627    -1.758769    -0.156586    -0.864149    -0.157732    1.635314     -1.210262    -0.969766   
0.621000     0.999995     -0.001323    -0.002654    -0.001256    -0.029024    0.131439     -0.401593    0.488325     -0.535464    -0.020599    0.112542     0.407940     -0.463874    -0.500198    0.017884     0.000000     -0.009676    -0.036696    -0.026005    0.003305     -0.283641    -0.113636    0.100233     -0.127820    0.036473     -0.121039    0.012700     -0.059625    -0.085220    -0.032426    0.000000     0.032510     -1.230468    -0.253325    -2.575662    -1.777371    -0.181239    -0.843708    -0.146042    1.675431     -1.209526    -0.939459   
0.621000     0.999994     -0.001347    -0.002746    -0.001321    -0.029007    0.130005     -0.402164    0.488794     -0.536125    -0.020419    0.111927     0.408002     -0.464151    -0.500639    0.017710     0.000000     -0.009610    -0.037159    -0.026484    0.003458     -0.289694    -0.114846    0.087224     -0.136669    0.035503     -0.125122    0.011991     -0.051115    -0.091322    -0.037068    0.000000     0.028795     -1.190985    -0.230632    -2.627666    -1.762308    -0.206660    -0.789522    -0.137651    1.728535     -1.231184    -0.917122   
0.621000     0.999994     -0.001371    -0.002840    -0.001388    -0.028989    0.128542     -0.402742    0.489197     -0.536831    -0.020244    0.111291     0.408060     -0.464385    -0.501111    0.017513     0.000000     -0.009667    -0.037623    -0.026946    0.003596     -0.295547    -0.115945    0.073985     -0.145446    0.034397     -0.128924    0.011318     -0.042338    -0.097534    -0.041605    0.000000     0.026236     -1.150065    -0.209092    -2.668301    -1.748513    -0.235972    -0.731323    -0.131325    1.782090     -1.253715    -0.897646   
0.621000     0.999994     -0.001395    -0.002934    -0.001456    -0.028971    0.127050     -0.403324    0.489534     -0.537580    -0.020075    0.110637     0.408115     -0.464574    -0.501614    0.017294     0.000000     -0.009688    -0.038085    -0.027411    0.003758     -0.301147    -0.117002    0.060678     -0.154251    0.033107     -0.132479    0.010665     -0.033322    -0.103812    -0.046053    0.000000     0.038795     -1.090100    -0.213898    -2.654488    -1.773447    -0.280074    -0.690817    -0.129963    1.824455     -1.257344    -0.881642   
0.621000     0.999993     -0.001420    -0.003030    -0.001525    -0.028952    0.125530     -0.403912    0.489804     -0.538373    -0.019913    0.109966     0.408167     -0.464718    -0.502149    0.017052     0.000000     -0.009531    -0.038538    -0.027888    0.003983     -0.306441    -0.118084    0.047464     -0.163175    0.031617     -0.135840    0.010024     -0.024142    -0.110108    -0.050424    0.000000     0.051266     -1.027549    -0.218828    -2.631042    -1.796141    -0.316012    -0.653425    -0.126647    1.847520     -1.261016    -0.866874   
0.621000     0.999993     -0.001443    -0.003127    -0.001596    -0.028931    0.123985     -0.404505    0.490008     -0.539211    -0.019759    0.109279     0.408215     -0.464816    -0.502716    0.016789     0.000000     -0.009334    -0.038972    -0.028326    0.004232     -0.311444    -0.119126    0.034327     -0.172093    0.030065     -0.139000    0.009431     -0.015012    -0.116470    -0.054725    0.000000     0.048272     -0.973698    -0.197911    -2.623515    -1.771136    -0.304506    -0.610793    -0.110553    1.804577     -1.283765    -0.853580   
0.621000     0.999992     -0.001466    -0.003225    -0.001667    -0.028909    0.122416     -0.405103    0.490147     -0.540094    -0.019612    0.108576     0.408261     -0.464868    -0.503314    0.016505     0.000000     -0.009254    -0.039381    -0.028680    0.004458     -0.316189    -0.120057    0.021252     -0.180870    0.028581     -0.141941    0.008910     -0.006110    -0.122941    -0.058950    0.000000     0.041996     -0.923943    -0.174385    -2.606489    -1.739506    -0.289316    -0.565604    -0.097620    1.756336     -1.304777    -0.836508   
