0 X(value) Y(value) Z(value) 
6.48476 -0.726948 3.60002 5.60054 
6.48974 -0.726948 3.60249 5.60253 
6.49479 -0.726948 3.60491 5.60544 
6.49971 -0.726948 3.60738 5.60742 
6.50478 -0.726948 3.6098 5.61032 
6.50975 -0.726948 3.61227 5.61229 
6.51473 -0.726948 3.61466 5.61519 
6.51973 -0.726948 3.61711 5.61714 
6.52471 -0.726948 3.61954 5.62004 
6.52971 -0.726948 3.62195 5.62198 
6.53478 -0.726948 3.62437 5.6249 
6.53973 -0.726948 3.62682 5.62687 
6.54478 -0.726948 3.62921 5.62973 
6.54974 -0.726948 3.63164 5.63169 
6.55478 -0.726948 3.63404 5.63455 
6.55972 -0.726948 3.63646 5.6365 
6.56478 -0.726948 3.63884 5.63936 
6.56974 -0.726948 3.64125 5.64129 
6.57478 -0.726948 3.64364 5.64416 
6.57976 -0.726948 3.64607 5.6461 
6.58475 -0.726948 3.64843 5.64894 
6.58974 -0.726948 3.65084 5.65087 
6.59475 -0.726948 3.65319 5.6537 
6.59977 -0.726948 3.6556 5.6556 
6.60479 -0.726948 3.65794 5.65845 
6.60974 -0.726948 3.66034 5.66037 
6.61475 -0.726948 3.66267 5.66319 
6.61974 -0.726948 3.66507 5.66509 
6.62475 -0.726948 3.66739 5.6679 
6.62972 -0.726948 3.66978 5.66979 
6.63475 -0.726948 3.6721 5.67261 
6.63975 -0.726948 3.67447 5.67449 
6.64479 -0.726948 3.67678 5.67729 
6.64975 -0.726948 3.67914 5.67919 
6.65476 -0.726948 3.68145 5.68195 
6.65976 -0.726948 3.68379 5.68383 
6.66476 -0.726948 3.6861 5.6866 
6.66975 -0.726948 3.68842 5.68845 
6.67475 -0.726948 3.69073 5.69123 
6.67974 -0.726948 3.69307 5.69309 
6.68479 -0.726948 3.69535 5.69584 
6.68974 -0.726948 3.69767 5.69771 
6.69479 -0.726948 3.69994 5.70043 
6.69974 -0.726948 3.70227 5.70229 
6.70479 -0.726948 3.70452 5.705 
6.70974 -0.726948 3.70683 5.70685 
6.71478 -0.726948 3.70907 5.70955 
6.71974 -0.726948 3.71136 5.71137 
6.72479 -0.726948 3.7136 5.71408 
6.72974 -0.726948 3.71588 5.71591 
6.73479 -0.726948 3.71811 5.71859 
6.73975 -0.726948 3.72039 5.72041 
6.74479 -0.726948 3.7226 5.72308 
6.74973 -0.726948 3.72486 5.7249 
6.75474 -0.726948 3.72706 5.72754 
6.75975 -0.726948 3.72932 5.72934 
6.76478 -0.726948 3.73151 5.73198 
6.76974 -0.726948 3.73374 5.73378 
6.77478 -0.726948 3.73593 5.7364 
6.77975 -0.726948 3.73816 5.73818 
6.78478 -0.726948 3.74032 5.74079 
6.78975 -0.726948 3.74254 5.74257 
6.79478 -0.726948 3.74469 5.74516 
6.79974 -0.726948 3.74689 5.74693 
6.80472 -0.726948 3.74905 5.74951 
6.80976 -0.726948 3.75121 5.75125 
6.81476 -0.726948 3.75336 5.75382 
6.81972 -0.726948 3.75552 5.75556 
6.82473 -0.726948 3.75766 5.75814 
6.82976 -0.726948 3.75981 5.75985 
6.83476 -0.726948 3.76193 5.76239 
6.83976 -0.726948 3.7641 5.7641 
6.84474 -0.726948 3.76618 5.76664 
6.84976 -0.726948 3.76832 5.76836 
6.85479 -0.726948 3.7704 5.77085 
6.85974 -0.726948 3.77253 5.77254 
6.86478 -0.726948 3.77459 5.77504 
6.86974 -0.726948 3.7767 5.77674 
6.87473 -0.726948 3.77876 5.7792 
6.87974 -0.726948 3.78086 5.78088 
6.88479 -0.726948 3.7829 5.78333 
6.88974 -0.726948 3.78498 5.78501 
6.89479 -0.726948 3.787 5.78744 
6.89974 -0.726948 3.78908 5.7891 
6.90479 -0.726948 3.79108 5.79152 
6.90974 -0.726948 3.79313 5.79317 
6.91479 -0.726948 3.79513 5.79557 
6.91976 -0.726948 3.79716 5.79719 
6.92479 -0.726948 3.79917 5.79958 
6.92974 -0.726948 3.80117 5.8012 
6.93478 -0.726948 3.80316 5.80358 
6.93974 -0.726948 3.80514 5.80518 
6.94476 -0.726948 3.8071 5.80753 
6.94975 -0.726948 3.80908 5.80911 
6.95474 -0.726948 3.81104 5.81146 
6.95974 -0.726948 3.81302 5.81302 
6.96474 -0.726948 3.81494 5.81535 
6.96975 -0.726948 3.8169 5.81693 
6.97478 -0.726948 3.81881 5.81922 
6.97974 -0.726948 3.82074 5.82078 
6.98478 -0.726948 3.82264 5.82305 
6.98974 -0.726948 3.82457 5.8246 
6.99476 -0.726948 3.82645 5.82685 
6.99975 -0.726948 3.82836 5.82838 
7.00479 -0.726948 3.83022 5.83061 
7.00974 -0.726948 3.8321 5.83214 
7.01478 -0.726948 3.83395 5.83435 
7.01974 -0.726948 3.83583 5.83586 
7.02478 -0.726948 3.83766 5.83805 
7.02974 -0.726948 3.83952 5.83954 
7.03479 -0.726948 3.84133 5.84172 
7.03974 -0.726948 3.84317 5.84319 
7.04478 -0.726948 3.84497 5.84535 
7.04974 -0.726948 3.84679 5.84681 
7.05478 -0.726948 3.84857 5.84895 
7.05974 -0.726948 3.85038 5.85038 
7.06478 -0.726948 3.85213 5.85251 
7.06972 -0.726948 3.85391 5.85395 
7.07479 -0.726948 3.85567 5.85604 
7.07976 -0.726948 3.85743 5.85746 
7.08472 -0.726948 3.85916 5.85954 
7.08975 -0.726948 3.86091 5.86092 
7.09476 -0.726948 3.86262 5.86298 
7.09973 -0.726948 3.86433 5.86438 
7.10475 -0.726948 3.86605 5.86641 
7.10975 -0.726948 3.86777 5.86778 
7.11479 -0.726948 3.86944 5.8698 
7.11975 -0.726948 3.87114 5.87116 
7.12478 -0.726948 3.87279 5.87314 
7.12975 -0.726948 3.87445 5.87449 
7.13479 -0.726948 3.8761 5.87645 
7.13975 -0.726948 3.87775 5.87777 
7.14477 -0.726948 3.87937 5.87972 
7.14975 -0.726948 3.88102 5.88102 
7.15473 -0.726948 3.88261 5.88296 
7.15974 -0.726948 3.88424 5.88426 
7.16475 -0.726948 3.88581 5.88615 
7.16975 -0.726948 3.88742 5.88744 
7.17475 -0.726948 3.88897 5.88931 
7.17974 -0.726948 3.89055 5.89058 
7.18478 -0.726948 3.8921 5.89243 
7.18974 -0.726948 3.89366 5.89368 
7.19478 -0.726948 3.89518 5.89551 
7.19974 -0.726948 3.89672 5.89674 
7.20478 -0.726948 3.89822 5.89854 
7.20974 -0.726948 3.89975 5.89977 
7.21478 -0.726948 3.90123 5.90155 
7.21974 -0.726948 3.90272 5.90275 
7.22478 -0.726948 3.90419 5.9045 
7.22974 -0.726948 3.90566 5.90569 
7.23478 -0.726948 3.90711 5.90742 
7.23975 -0.726948 3.90857 5.90859 
7.24479 -0.726948 3.91 5.9103 
7.24974 -0.726948 3.91143 5.91146 
7.25472 -0.726948 3.91284 5.91314 
7.25976 -0.726948 3.91425 5.91427 
7.26476 -0.726948 3.91564 5.91593 
7.26974 -0.726948 3.91703 5.91705 
7.27475 -0.726948 3.9184 5.91869 
7.27975 -0.726948 3.91977 5.91978 
7.28476 -0.726948 3.92111 5.9214 
7.28975 -0.726948 3.92246 5.92248 
7.29472 -0.726948 3.92379 5.92407 
7.29972 -0.726948 3.92513 5.92514 
7.30472 -0.726948 3.92642 5.9267 
7.30975 -0.726948 3.92772 5.92774 
7.31477 -0.726948 3.92901 5.92928 
7.31974 -0.726948 3.93029 5.93032 
7.32479 -0.726948 3.93155 5.93182 
7.32974 -0.726948 3.93283 5.93285 
7.33478 -0.726948 3.93406 5.93432 
7.33976 -0.726948 3.93531 5.93533 
7.34478 -0.726948 3.93652 5.93678 
7.34974 -0.726948 3.93774 5.93776 
7.35478 -0.726948 3.93893 5.93919 
7.35974 -0.726948 3.94013 5.94015 
7.36479 -0.726948 3.94131 5.94156 
7.36974 -0.726948 3.94248 5.9425 
7.37478 -0.726948 3.94364 5.94388 
7.37974 -0.726948 3.94479 5.94481 
7.38478 -0.726948 3.94592 5.94616 
7.38975 -0.726948 3.94705 5.94706 
7.39477 -0.726948 3.94816 5.94839 
7.39975 -0.726948 3.94927 5.94927 
7.40475 -0.726948 3.95035 5.95058 
7.40974 -0.726948 3.95145 5.95146 
7.41473 -0.726948 3.9525 5.95273 
7.41974 -0.726948 3.95358 5.95359 
7.42475 -0.726948 3.95461 5.95483 
7.42974 -0.726948 3.95566 5.95567 
7.43479 -0.726948 3.95667 5.95688 
7.43974 -0.726948 3.95769 5.9577 
7.44478 -0.726948 3.95868 5.95889 
7.44976 -0.726948 3.95968 5.95969 
7.45479 -0.726948 3.96064 5.96085 
7.45974 -0.726948 3.96162 5.96163 
7.46476 -0.726948 3.96257 5.96277 
7.46975 -0.726948 3.96353 5.96353 
7.47479 -0.726948 3.96444 5.96464 
7.47975 -0.726948 3.96538 5.96538 
7.48479 -0.726948 3.96627 5.96646 
7.48974 -0.726948 3.96718 5.96719 
7.49476 -0.726948 3.96805 5.96824 
7.49976 -0.726948 3.96893 5.96894 
7.50476 -0.726948 3.96979 5.96997 
7.50975 -0.726948 3.97064 5.97065 
7.51473 -0.726948 3.97148 5.97165 
7.51972 -0.726948 3.97231 5.97232 
7.52472 -0.726948 3.97312 5.97329 
7.52974 -0.726948 3.97393 5.97394 
7.53478 -0.726948 3.97471 5.97488 
7.53974 -0.726948 3.9755 5.97551 
7.54478 -0.726948 3.97626 5.97642 
7.54974 -0.726948 3.97702 5.97703 
7.55472 -0.726948 3.97776 5.97791 
7.55974 -0.726948 3.97849 5.97851 
7.56479 -0.726948 3.97921 5.97936 
7.56975 -0.726948 3.97992 5.97993 
7.57477 -0.726948 3.98061 5.98076 
7.57975 -0.726948 3.9813 5.9813 
7.58474 -0.726948 3.98197 5.98211 
7.58975 -0.726948 3.98263 5.98264 
7.59478 -0.726948 3.98327 5.98341 
7.59974 -0.726948 3.98391 5.98392 
7.60476 -0.726948 3.98453 5.98466 
7.60974 -0.726948 3.98515 5.98516 
7.61477 -0.726948 3.98574 5.98587 
7.61975 -0.726948 3.98634 5.98634 
7.62474 -0.726948 3.9869 5.98702 
7.62974 -0.726948 3.98747 5.98748 
7.63478 -0.726948 3.98801 5.98813 
7.63974 -0.726948 3.98855 5.98856 
7.64478 -0.726948 3.98908 5.98919 
7.64975 -0.726948 3.98959 5.9896 
7.65476 -0.726948 3.99009 5.9902 
7.65974 -0.726948 3.99059 5.99059 
7.66478 -0.726948 3.99106 5.99116 
7.66974 -0.726948 3.99153 5.99154 
7.67478 -0.726948 3.99198 5.99207 
7.67974 -0.726948 3.99242 5.99243 
7.68479 -0.726948 3.99284 5.99293 
7.68974 -0.726948 3.99326 5.99327 
7.69478 -0.726948 3.99366 5.99375 
7.69974 -0.726948 3.99406 5.99406 
7.70479 -0.726948 3.99443 5.99451 
7.70974 -0.726948 3.9948 5.99481 
7.71479 -0.726948 3.99515 5.99522 
7.71974 -0.726948 3.99549 5.9955 
7.72478 -0.726948 3.99582 5.99589 
7.72975 -0.726948 3.99614 5.99614 
7.73478 -0.726948 3.99644 5.9965 
7.73974 -0.726948 3.99673 5.99674 
7.74478 -0.726948 3.99701 5.99707 
7.74974 -0.726948 3.99728 5.99729 
7.75478 -0.726948 3.99753 5.99759 
7.75976 -0.726948 3.99777 5.99778 
7.76476 -0.726948 3.998 5.99805 
7.76972 -0.726948 3.99822 5.99822 
7.77473 -0.726948 3.99842 5.99847 
7.77973 -0.726948 3.99862 5.99862 
7.78474 -0.726948 3.9988 5.99883 
7.78973 -0.726948 3.99896 5.99897 
7.79472 -0.726948 3.99912 5.99915 
7.79974 -0.726948 3.99926 5.99926 
7.80474 -0.726948 3.99939 5.99942 
7.80973 -0.726948 3.99951 5.99951 
7.81473 -0.726948 3.99961 5.99963 
7.81976 -0.726948 3.9997 5.99971 
7.82475 -0.726948 3.99978 5.9998 
7.82976 -0.726948 3.99985 5.99985 
7.83476 -0.726948 3.99991 5.99992 
7.83974 -0.726948 3.99995 5.99995 
7.84475 -0.726948 3.99998 5.99998 
7.84975 -0.726948 4 6 
7.85476 -0.726948 4 6 
7.85973 -0.726948 3.99999 5.99999 
7.86473 -0.726948 3.99997 5.99997 
7.86973 -0.726948 3.99994 5.99994 
7.87473 -0.726948 3.99989 5.99988 
7.87976 -0.726948 3.99984 5.99984 
7.88474 -0.726948 3.99977 5.99975 
7.88975 -0.726948 3.99968 5.99968 
7.89476 -0.726948 3.99959 5.99957 
7.89972 -0.726948 3.99948 5.99948 
7.90472 -0.726948 3.99936 5.99933 
7.90972 -0.726948 3.99923 5.99923 
7.91475 -0.726948 3.99908 5.99905 
7.91972 -0.726948 3.99892 5.99892 
7.92473 -0.726948 3.99875 5.99872 
7.92976 -0.726948 3.99857 5.99857 
7.93475 -0.726948 3.99838 5.99833 
7.93974 -0.726948 3.99817 5.99817 
7.94474 -0.726948 3.99795 5.9979 
7.94974 -0.726948 3.99771 5.99771 
7.95475 -0.726948 3.99747 5.99742 
7.95976 -0.726948 3.99721 5.99721 
7.9648 -0.726948 3.99695 5.99689 
7.96974 -0.726948 3.99666 5.99666 
7.9748 -0.726948 3.99637 5.9963 
7.97975 -0.726948 3.99606 5.99606 
7.98475 -0.726948 3.99574 5.99567 
7.98975 -0.726948 3.99541 5.99541 
7.99475 -0.726948 3.99507 5.99499 
7.99976 -0.726948 3.99471 5.9947 
8.00475 -0.726948 3.99434 5.99426 
8.00974 -0.726948 3.99396 5.99395 
8.01474 -0.726948 3.99357 5.99348 
8.01974 -0.726948 3.99315 5.99315 
8.0248 -0.726948 3.99274 5.99265 
8.02974 -0.726948 3.9923 5.9923 
8.03479 -0.726948 3.99187 5.99177 
8.03974 -0.726948 3.99141 5.99141 
8.04477 -0.726948 3.99095 5.99085 
8.04975 -0.726948 3.99046 5.99046 
8.05475 -0.726948 3.98997 5.98987 
8.05974 -0.726948 3.98946 5.98946 
8.0648 -0.726948 3.98895 5.98884 
8.06974 -0.726948 3.98842 5.98841 
8.07479 -0.726948 3.98788 5.98777 
8.07974 -0.726948 3.98732 5.98732 
8.08479 -0.726948 3.98676 5.98664 
8.08976 -0.726948 3.98619 5.98618 
8.09476 -0.726948 3.9856 5.98547 
8.09976 -0.726948 3.98499 5.98499 
8.10473 -0.726948 3.98438 5.98425 
8.10975 -0.726948 3.98375 5.98375 
8.11472 -0.726948 3.98312 5.98298 
8.11972 -0.726948 3.98246 5.98245 
8.12478 -0.726948 3.9818 5.98166 
8.12974 -0.726948 3.98112 5.98111 
8.13476 -0.726948 3.98044 5.9803 
8.13976 -0.726948 3.97974 5.97974 
8.14475 -0.726948 3.97904 5.97889 
8.14975 -0.726948 3.97832 5.9783 
8.1548 -0.726948 3.97758 5.97742 
8.15974 -0.726948 3.97682 5.97682 
8.16478 -0.726948 3.97608 5.97591 
8.16974 -0.726948 3.9753 5.97529 
8.17479 -0.726948 3.97452 5.97436 
8.17975 -0.726948 3.97373 5.97371 
8.1848 -0.726948 3.97293 5.97275 
8.18972 -0.726948 3.9721 5.97209 
8.1948 -0.726948 3.97128 5.9711 
8.19974 -0.726948 3.97042 5.97042 
8.20478 -0.726948 3.96958 5.9694 
8.20975 -0.726948 3.96871 5.96871 
8.21475 -0.726948 3.96784 5.96765 
8.21974 -0.726948 3.96695 5.96694 
8.2248 -0.726948 3.96606 5.96586 
8.22974 -0.726948 3.96514 5.96512 
8.23478 -0.726948 3.96422 5.96402 
8.23975 -0.726948 3.96328 5.96327 
8.24475 -0.726948 3.96234 5.96214 
8.24976 -0.726948 3.96137 5.96137 
8.25474 -0.726948 3.96041 5.96021 
8.25974 -0.726948 3.95942 5.95941 
8.26479 -0.726948 3.95844 5.95823 
8.26976 -0.726948 3.95743 5.95742 
8.27475 -0.726948 3.95643 5.9562 
8.27975 -0.726948 3.95539 5.95538 
8.28472 -0.726948 3.95436 5.95413 
8.28975 -0.726948 3.95331 5.9533 
8.29474 -0.726948 3.95225 5.95203 
8.29974 -0.726948 3.95117 5.95115 
8.30478 -0.726948 3.95009 5.94986 
8.30975 -0.726948 3.94899 5.94898 
8.31476 -0.726948 3.94789 5.94766 
8.31975 -0.726948 3.94678 5.94676 
8.32479 -0.726948 3.94565 5.94541 
8.32974 -0.726948 3.94451 5.94448 
8.3348 -0.726948 3.94337 5.94311 
8.33975 -0.726948 3.9422 5.94218 
8.34475 -0.726948 3.94102 5.94077 
8.34974 -0.726948 3.93983 5.93983 
8.35474 -0.726948 3.93865 5.93839 
8.35974 -0.726948 3.93743 5.93742 
8.36474 -0.726948 3.93623 5.93596 
8.36973 -0.726948 3.93499 5.93497 
8.37472 -0.726948 3.93376 5.93349 
8.37974 -0.726948 3.9325 5.93248 
8.38479 -0.726948 3.93125 5.93098 
8.38976 -0.726948 3.92998 5.92996 
8.3948 -0.726948 3.9287 5.92843 
8.39974 -0.726948 3.92739 5.92738 
8.40476 -0.726948 3.92611 5.92583 
8.40973 -0.726948 3.92478 5.92477 
8.41472 -0.726948 3.92347 5.92318 
8.41974 -0.726948 3.92213 5.92211 
8.42478 -0.726948 3.92079 5.9205 
8.42974 -0.726948 3.91942 5.9194 
8.43477 -0.726948 3.91807 5.91777 
8.43976 -0.726948 3.91667 5.91666 
8.44478 -0.726948 3.9153 5.91501 
8.44975 -0.726948 3.9139 5.91387 
8.45476 -0.726948 3.9125 5.9122 
8.45974 -0.726948 3.91107 5.91106 
8.4648 -0.726948 3.90965 5.90935 
8.46974 -0.726948 3.90819 5.90818 
8.47479 -0.726948 3.90677 5.90646 
8.47974 -0.726948 3.90529 5.90528 
8.48475 -0.726948 3.90384 5.90352 
8.48974 -0.726948 3.90234 5.90232 
8.4948 -0.726948 3.90087 5.90055 
8.49975 -0.726948 3.89935 5.89933 
8.50479 -0.726948 3.89786 5.89754 
8.50975 -0.726948 3.89634 5.89631 
8.51476 -0.726948 3.89482 5.89449 
8.51975 -0.726948 3.89327 5.89324 
8.52478 -0.726948 3.89173 5.89139 
8.52974 -0.726948 3.89017 5.89013 
8.53478 -0.726948 3.88861 5.88826 
8.53972 -0.726948 3.88702 5.88698 
8.54478 -0.726948 3.88544 5.88509 
8.54976 -0.726948 3.88384 5.88381 
8.55472 -0.726948 3.88224 5.88188 
8.55975 -0.726948 3.88061 5.88059 
8.56476 -0.726948 3.879 5.87865 
8.56974 -0.726948 3.87731 5.87732 
8.57475 -0.726948 3.87571 5.87536 
8.57975 -0.726948 3.87405 5.87402 
8.58478 -0.726948 3.87239 5.87203 
8.58975 -0.726948 3.8707 5.87069 
8.59475 -0.726948 3.86903 5.86867 
8.59975 -0.726948 3.86732 5.86731 
8.60475 -0.726948 3.86564 5.86528 
8.60975 -0.726948 3.86391 5.8639 
8.61476 -0.726948 3.86221 5.86184 
8.61974 -0.726948 3.86046 5.86045 
8.62479 -0.726948 3.85875 5.85838 
8.62974 -0.726948 3.85698 5.85696 
8.6348 -0.726948 3.85525 5.85487 
8.63974 -0.726948 3.85348 5.85345 
8.64475 -0.726948 3.85171 5.85133 
8.64975 -0.726948 3.84991 5.84991 
8.65473 -0.726948 3.84814 5.84775 
8.65976 -0.726948 3.84633 5.8463 
8.66476 -0.726948 3.84453 5.84415 
8.66975 -0.726948 3.84271 5.84267 
8.67479 -0.726948 3.84089 5.8405 
8.67976 -0.726948 3.83905 5.83903 
8.68478 -0.726948 3.83722 5.83682 
8.68974 -0.726948 3.83535 5.83532 
8.69481 -0.726948 3.83351 5.83311 
8.69974 -0.726948 3.83163 5.83161 
8.70478 -0.726948 3.82977 5.82937 
8.70974 -0.726948 3.82788 5.82785 
8.7148 -0.726948 3.82599 5.82559 
8.71974 -0.726948 3.82407 5.82405 
8.72478 -0.726948 3.82218 5.82178 
8.72976 -0.726948 3.82025 5.82022 
8.7348 -0.726948 3.81834 5.81794 
8.73975 -0.726948 3.8164 5.81637 
8.74474 -0.726948 3.81448 5.81406 
8.74972 -0.726948 3.8125 5.81249 
8.75472 -0.726948 3.81057 5.81015 
8.75976 -0.726948 3.80858 5.80856 
8.76479 -0.726948 3.80664 5.80621 
8.76974 -0.726948 3.80465 5.80461 
8.77476 -0.726948 3.80267 5.80225 
8.77974 -0.726948 3.80066 5.80064 
8.78476 -0.726948 3.79868 5.79825 
8.78973 -0.726948 3.79666 5.79664 
8.79478 -0.726948 3.79464 5.79422 
8.79974 -0.726948 3.79262 5.7926 
8.80478 -0.726948 3.7906 5.79016 
8.80974 -0.726948 3.78855 5.78853 
8.8148 -0.726948 3.78651 5.78608 
8.81975 -0.726948 3.78445 5.78443 
8.82474 -0.726948 3.78241 5.78197 
8.82975 -0.726948 3.78034 5.7803 
8.83476 -0.726948 3.77826 5.77783 
8.83974 -0.726948 3.77619 5.77617 
8.84474 -0.726948 3.7741 5.77365 
8.84976 -0.726948 3.77198 5.77195 
8.8548 -0.726948 3.7699 5.76945 
8.85974 -0.726948 3.76776 5.76774 
8.86481 -0.726948 3.76568 5.76522 
8.86974 -0.726948 3.76353 5.76351 
8.8748 -0.726948 3.76143 5.76097 
8.87975 -0.726948 3.75926 5.75924 
8.88478 -0.726948 3.75715 5.75669 
8.88976 -0.726948 3.75498 5.75495 
8.89476 -0.726948 3.75285 5.75239 
8.89976 -0.726948 3.75069 5.75065 
8.90475 -0.726948 3.74852 5.74806 
8.90973 -0.726948 3.74633 5.7463 
8.91474 -0.726948 3.74416 5.74371 
8.91974 -0.726948 3.74197 5.74194 
8.92479 -0.726948 3.7398 5.73933 
8.92974 -0.726948 3.73758 5.73755 
8.9348 -0.726948 3.7354 5.73493 
8.93974 -0.726948 3.73317 5.73314 
8.94476 -0.726948 3.73098 5.73051 
8.94975 -0.726948 3.72874 5.7287 
8.9548 -0.726948 3.72653 5.72606 
8.95974 -0.726948 3.72429 5.72425 
8.96478 -0.726948 3.72207 5.72159 
8.96974 -0.726948 3.71981 5.71977 
8.9748 -0.726948 3.71757 5.71709 
8.97974 -0.726948 3.71531 5.71526 
8.9848 -0.726948 3.71305 5.71258 
8.98975 -0.726948 3.71078 5.71074 
8.9948 -0.726948 3.70852 5.70804 
8.99974 -0.726948 3.70624 5.70621 
9.00479 -0.726948 3.70398 5.70348 
9.00975 -0.726948 3.70168 5.70164 
9.01475 -0.726948 3.69939 5.6989 
9.01974 -0.726948 3.69707 5.69705 
9.02476 -0.726948 3.6948 5.69428 
9.02975 -0.726948 3.69247 5.69244 
9.0348 -0.726948 3.69019 5.68969 
9.03974 -0.726948 3.68785 5.68784 
9.04478 -0.726948 3.68556 5.68506 
9.04974 -0.726948 3.68322 5.68317 
9.05475 -0.726948 3.68091 5.6804 
9.05975 -0.726948 3.68091 5.67853 
9.06475 -0.726948 3.68091 5.67573 
9.06975 -0.726948 3.68091 5.67385 
9.07475 -0.726948 3.68091 5.67104 
9.07974 -0.726948 3.68091 5.66913 
9.08476 -0.726948 3.68091 5.66633 
9.08975 -0.726948 3.68091 5.66446 
9.0948 -0.726948 3.68091 5.66161 
9.09974 -0.726948 3.68091 5.65969 
9.10476 -0.726948 3.68091 5.65687 
9.10972 -0.726948 3.68091 5.65498 
9.11476 -0.726948 3.68091 5.65213 
9.11975 -0.726948 3.68091 5.6502 
9.12474 -0.726948 3.68091 5.64737 
9.12975 -0.726948 3.68091 5.64543 
9.13481 -0.726948 3.68091 5.64258 
9.13974 -0.726948 3.68091 5.64064 
9.1448 -0.726948 3.68091 5.63778 
9.14975 -0.726948 3.68091 5.63584 
9.1548 -0.726948 3.68091 5.63296 
9.15975 -0.726948 3.68091 5.63102 
9.16476 -0.726948 3.68091 5.62812 
9.16975 -0.726948 3.68091 5.62618 
9.17479 -0.726948 3.68091 5.62329 
9.17974 -0.726948 3.68091 5.62132 
9.18481 -0.726948 3.68091 5.61844 
9.18975 -0.726948 3.68091 5.61647 
9.19479 -0.726948 3.68091 5.61357 
9.19974 -0.726948 3.68091 5.61161 
9.20479 -0.726948 3.68091 5.6087 
9.20974 -0.726948 3.68091 5.60672 
9.21474 -0.726948 3.68091 5.60383 
9.21974 -0.726948 3.68091 5.60183 
9.22474 -0.726948 3.68091 5.59892 
9.22974 -0.726948 3.68091 5.59694 
9.23475 -0.726948 3.68091 5.59401 
9.23975 -0.726948 3.68091 5.59204 
9.24475 -0.726948 3.68091 5.5891 
9.24976 -0.726948 3.68091 5.58712 
9.25476 -0.726948 3.68091 5.58417 
9.25975 -0.726948 3.68091 5.58218 
9.26474 -0.726948 3.68091 5.57924 
9.26973 -0.726948 3.68091 5.57724 
9.27474 -0.726948 3.68091 5.5743 
9.27974 -0.726948 3.68091 5.57231 
9.28475 -0.726948 3.68091 5.56935 
9.28974 -0.726948 3.68091 5.56737 
9.29475 -0.726948 3.68091 5.5644 
9.29974 -0.726948 3.68091 5.5624 
9.30475 -0.726948 3.68091 5.55943 
9.30974 -0.726948 3.68091 5.55743 
9.31475 -0.726948 3.68091 5.55447 
9.31974 -0.726948 3.68091 5.55247 
9.32474 -0.726948 3.68091 5.54948 
9.32974 -0.726948 3.68091 5.54746 
9.33474 -0.726948 3.68091 5.5445 
9.33975 -0.726948 3.68091 5.5425 
9.34472 -0.726948 3.68091 5.53953 
9.34974 -0.726948 3.68091 5.53751 
9.35473 -0.726948 3.68091 5.53453 
9.35974 -0.726948 3.68091 5.5325 
9.36474 -0.726948 3.68091 5.52954 
9.36975 -0.726948 3.68091 5.52752 
9.37479 -0.726948 3.68091 5.52455 
9.37974 -0.726948 3.68091 5.52252 
9.38478 -0.726948 3.68091 5.51956 
9.38974 -0.726948 3.68091 5.51753 
9.39475 -0.726948 3.68091 5.51456 
9.39974 -0.726948 3.68091 5.51256 
9.40475 -0.726948 3.68091 5.50956 
9.40974 -0.726948 3.68091 5.50755 
9.41475 -0.726948 3.68091 5.50456 
9.41974 -0.726948 3.68091 5.50253 
9.42478 -0.726948 3.68091 5.49956 
9.42974 -0.726948 3.68091 5.49753 
9.43478 -0.726948 3.68091 5.49456 
9.43974 -0.726948 3.68091 5.49253 
9.44478 -0.726948 3.68091 5.48956 
9.44974 -0.726948 3.68091 5.48755 
9.4548 -0.726948 3.68091 5.48456 
9.45974 -0.726948 3.68091 5.48255 
9.46476 -0.726948 3.68091 5.47957 
9.46976 -0.726948 3.68091 5.47756 
9.47474 -0.726948 3.68091 5.47458 
9.47973 -0.726948 3.68091 5.47255 
9.48472 -0.726948 3.68091 5.46958 
9.48974 -0.726948 3.68091 5.46755 
9.49472 -0.726948 3.68091 5.46459 
9.49974 -0.726948 3.68091 5.46256 
9.50478 -0.726948 3.68091 5.4596 
9.50975 -0.726948 3.68091 5.45758 
9.51474 -0.726948 3.68091 5.45462 
9.51972 -0.726948 3.68091 5.45262 
9.52474 -0.726948 3.68091 5.44964 
9.52978 -0.726948 3.68091 5.44764 
9.53474 -0.726948 3.68091 5.44467 
9.53975 -0.726948 3.68091 5.44267 
9.54475 -0.726948 3.68091 5.4397 
9.54974 -0.726948 3.68091 5.43771 
9.55474 -0.726948 3.68091 5.43475 
9.55974 -0.726948 3.68091 5.43275 
9.56475 -0.726948 3.68091 5.42979 
9.56974 -0.726948 3.68091 5.42778 
9.57479 -0.726948 3.68091 5.42485 
9.57974 -0.726948 3.68091 5.42284 
9.5848 -0.726948 3.68091 5.41991 
9.58974 -0.726948 3.68091 5.4179 
9.5948 -0.726948 3.68091 5.41498 
9.59974 -0.726948 3.68091 5.41297 
9.60476 -0.726948 3.68091 5.41005 
9.60974 -0.726948 3.68091 5.40807 
9.61473 -0.726948 3.68091 5.40514 
9.61972 -0.726948 3.68091 5.40317 
9.62474 -0.726948 3.68091 5.40023 
9.62974 -0.726948 3.68091 5.39824 
9.63476 -0.726948 3.68091 5.39534 
9.63976 -0.726948 3.68091 5.39337 
9.64476 -0.726948 3.68091 5.39046 
9.64976 -0.726948 3.68091 5.38851 
9.65479 -0.726948 3.68091 5.38558 
9.65974 -0.726948 3.68091 5.38361 
