0 X(value) Y(value) Z(value) 
3.30478 -0.166904 3.41886 5.41835 
3.30971 -0.166904 3.41639 5.41635 
3.31476 -0.176752 3.41394 5.41342 
3.31974 -0.176752 3.41147 5.41115 
3.32478 -0.186587 3.40901 5.40849 
3.32975 -0.186587 3.40653 5.40622 
3.33478 -0.196402 3.4041 5.40358 
3.33974 -0.196402 3.40164 5.4013 
3.34478 -0.206192 3.3992 5.39869 
3.34971 -0.206192 3.39675 5.39643 
3.35476 -0.215966 3.3943 5.39379 
3.35972 -0.215966 3.39186 5.39154 
3.36472 -0.22572 3.38942 5.38892 
3.36976 -0.22572 3.38698 5.38664 
3.37478 -0.235458 3.38455 5.38404 
3.37975 -0.235458 3.3821 5.38177 
3.38478 -0.245163 3.37969 5.37918 
3.38979 -0.245163 3.37726 5.37721 
3.39478 -0.254839 3.37485 5.37435 
3.39975 -0.254839 3.37241 5.37208 
3.40478 -0.264497 3.37001 5.36951 
3.40974 -0.264497 3.36758 5.36754 
3.41478 -0.274125 3.36519 5.36469 
3.41974 -0.274125 3.36278 5.36273 
3.42479 -0.283761 3.36038 5.35989 
3.42976 -0.283761 3.35799 5.35794 
3.43476 -0.293334 3.35559 5.35509 
3.43973 -0.293334 3.3532 5.35316 
3.44478 -0.302873 3.35081 5.35031 
3.44973 -0.302873 3.3484 5.34839 
3.45472 -0.312379 3.34606 5.34555 
3.45972 -0.312379 3.34366 5.34363 
3.46471 -0.321853 3.3413 5.3408 
3.46973 -0.321853 3.33891 5.33889 
3.47472 -0.331307 3.33657 5.33607 
3.47971 -0.331307 3.33421 5.33415 
3.48476 -0.340713 3.33184 5.33135 
3.48973 -0.340713 3.32947 5.32943 
3.49479 -0.350095 3.32715 5.32665 
3.49975 -0.350095 3.3248 5.32477 
3.50478 -0.359466 3.32247 5.32197 
3.50975 -0.359466 3.32012 5.3201 
3.51477 -0.368797 3.31781 5.31731 
3.51976 -0.368797 3.31545 5.31544 
3.52473 -0.378073 3.31316 5.31267 
3.52973 -0.378073 3.31083 5.31081 
3.53476 -0.387298 3.30852 5.30805 
3.53975 -0.387298 3.30622 5.3062 
3.54474 -0.396483 3.30391 5.30343 
3.54977 -0.396483 3.30161 5.30156 
3.55474 -0.405625 3.29933 5.29884 
3.55974 -0.405625 3.29703 5.29699 
3.56475 -0.414755 3.29476 5.29428 
3.56974 -0.414755 3.29245 5.29243 
3.57479 -0.423876 3.29021 5.28973 
3.57974 -0.423876 3.28791 5.28788 
3.58478 -0.43291 3.28568 5.28521 
3.58976 -0.43291 3.28339 5.28336 
3.59478 -0.441898 3.28117 5.2807 
3.59974 -0.441898 3.2789 5.27887 
3.60478 -0.450848 3.27669 5.27622 
3.60974 -0.450848 3.27444 5.2744 
3.61478 -0.45975 3.27223 5.27176 
3.61974 -0.45975 3.26997 5.26995 
3.62479 -0.468605 3.26779 5.26732 
3.62974 -0.468605 3.26554 5.26552 
3.63478 -0.477375 3.26337 5.2629 
3.63974 -0.477375 3.26115 5.26112 
3.64477 -0.486177 3.25898 5.25851 
3.64974 -0.486177 3.25678 5.25673 
3.65479 -0.494896 3.25461 5.25415 
3.65974 -0.494896 3.25242 5.25238 
3.66475 -0.50356 3.25027 5.24981 
3.66976 -0.50356 3.2481 5.24805 
3.67479 -0.512174 3.24595 5.24549 
3.67976 -0.512174 3.24378 5.24376 
3.68475 -0.520712 3.24166 5.2412 
3.68974 -0.520712 3.23949 5.23946 
3.69474 -0.529213 3.23739 5.23694 
3.69974 -0.529213 3.23525 5.2352 
3.70474 -0.537671 3.23315 5.23269 
3.70975 -0.537671 3.23103 5.23099 
3.71479 -0.546112 3.22893 5.22849 
3.71975 -0.546112 3.22681 5.2268 
3.72474 -0.554423 3.22474 5.2243 
3.72974 -0.554423 3.22265 5.22261 
3.73474 -0.562704 3.22059 5.22014 
3.73975 -0.562704 3.2185 5.21846 
3.74479 -0.570967 3.21645 5.21601 
3.74974 -0.570967 3.21439 5.21434 
3.75478 -0.579178 3.21235 5.21191 
3.75974 -0.579178 3.2103 5.21025 
3.76478 -0.587297 3.20827 5.20784 
3.76976 -0.587297 3.20625 5.2062 
3.77477 -0.595361 3.20422 5.2038 
3.77975 -0.595361 3.20218 5.20218 
3.78473 -0.603341 3.20021 5.19978 
3.78974 -0.603341 3.19819 5.19817 
3.79474 -0.611277 3.19622 5.1958 
3.79975 -0.611277 3.19421 5.1942 
3.80478 -0.619171 3.19227 5.19184 
3.80974 -0.619171 3.19029 5.19024 
3.81473 -0.627014 3.18834 5.18793 
3.81974 -0.627014 3.18638 5.18634 
3.82478 -0.634773 3.18444 5.18404 
3.82974 -0.634773 3.18248 5.18246 
3.83478 -0.642468 3.18058 5.18018 
3.83974 -0.642468 3.17865 5.17862 
3.84478 -0.650098 3.17675 5.17635 
3.84974 -0.650098 3.17484 5.1748 
3.85479 -0.657665 3.17295 5.17255 
3.85975 -0.657665 3.17106 5.17102 
3.86478 -0.665165 3.16919 5.16879 
3.86973 -0.665165 3.16729 5.16728 
3.87478 -0.672598 3.16544 5.16506 
3.87972 -0.672598 3.16357 5.16356 
3.88478 -0.679964 3.16175 5.16137 
3.88974 -0.679964 3.1599 5.15987 
3.89479 -0.687259 3.15809 5.15771 
3.89974 -0.687259 3.15624 5.15622 
3.90478 -0.694497 3.15446 5.15408 
3.90973 -0.694497 3.15265 5.15261 
3.91479 -0.701657 3.15087 5.15049 
3.91974 -0.701657 3.14906 5.14905 
3.92472 -0.708742 3.1473 5.14693 
3.92976 -0.708742 3.14552 5.1455 
3.93479 -0.715747 3.14378 5.1434 
3.93976 -0.715747 3.14202 5.14199 
3.94475 -0.722701 3.14028 5.13992 
3.94972 -0.722701 3.13853 5.13852 
3.95478 -0.72959 3.13683 5.13647 
3.95974 -0.72959 3.13511 5.13507 
3.96478 -0.7364 3.13341 5.13305 
3.96972 -0.7364 3.1317 5.13169 
3.97479 -0.743095 3.13002 5.12967 
3.97974 -0.743095 3.12833 5.12831 
3.98474 -0.749753 3.12668 5.12633 
3.98973 -0.749753 3.12503 5.12499 
3.99471 -0.756337 3.12336 5.12303 
3.99974 -0.756337 3.12174 5.12169 
4.00476 -0.762833 3.12011 5.11974 
4.00978 -0.762833 3.11848 5.11845 
4.01472 -0.769254 3.11687 5.11651 
4.01979 -0.769254 3.11526 5.11522 
4.02474 -0.775605 3.11367 5.11334 
4.02981 -0.775605 3.11207 5.11205 
4.03475 -0.781904 3.11053 5.11019 
4.03976 -0.781904 3.10895 5.10893 
4.04475 -0.788096 3.10741 5.10708 
4.04976 -0.788096 3.10585 5.10583 
4.05474 -0.794215 3.10433 5.10401 
4.05976 -0.794215 3.1028 5.10277 
4.06478 -0.800251 3.10129 5.10098 
4.06975 -0.800251 3.09978 5.09975 
4.07478 -0.806207 3.09829 5.09799 
4.07972 -0.806207 3.09681 5.09678 
4.08475 -0.812084 3.09535 5.09503 
4.08979 -0.812084 3.09387 5.09383 
4.09472 -0.817861 3.09242 5.09212 
4.09976 -0.817861 3.09099 5.09095 
4.10475 -0.823561 3.08955 5.08924 
4.10971 -0.823561 3.08812 5.0881 
4.11478 -0.829205 3.08671 5.08642 
4.11975 -0.829205 3.08529 5.0853 
4.12478 -0.834761 3.08392 5.08363 
4.12975 -0.834761 3.08253 5.0825 
4.13478 -0.840231 3.08116 5.08088 
4.13974 -0.840231 3.07979 5.07977 
4.14479 -0.845625 3.07845 5.07818 
4.14974 -0.845625 3.0771 5.0771 
4.15478 -0.850909 3.07579 5.07551 
4.15974 -0.850909 3.07447 5.07445 
4.16478 -0.856099 3.07317 5.07289 
4.16976 -0.856099 3.07187 5.07185 
4.17476 -0.861233 3.07058 5.0703 
4.17974 -0.861233 3.06931 5.06929 
4.18478 -0.866284 3.06804 5.06778 
4.18974 -0.866284 3.06678 5.06677 
4.19478 -0.871235 3.06554 5.06529 
4.19976 -0.871235 3.0643 5.0643 
4.20474 -0.876077 3.06309 5.06284 
4.20975 -0.876077 3.06188 5.06185 
4.21478 -0.880848 3.06068 5.06043 
4.21974 -0.880848 3.05948 5.05946 
4.22479 -0.885569 3.05831 5.05807 
4.22976 -0.885569 3.05715 5.05714 
4.23479 -0.890169 3.056 5.05576 
4.23976 -0.890169 3.05485 5.05484 
4.24478 -0.894661 3.05372 5.05348 
4.24975 -0.894661 3.05259 5.05257 
4.25479 -0.899105 3.05148 5.05126 
4.25975 -0.899105 3.05038 5.05036 
4.26479 -0.903437 3.0493 5.04907 
4.26974 -0.903437 3.04822 5.04819 
4.27479 -0.907677 3.04716 5.04693 
4.27979 -0.907677 3.0461 5.04608 
4.28478 -0.911816 3.04506 5.04484 
4.28974 -0.911816 3.04402 5.044 
4.29478 -0.915888 3.043 5.0428 
4.29976 -0.915888 3.042 5.04197 
4.30478 -0.919846 3.04101 5.0408 
4.30975 -0.919846 3.04002 5.04 
4.31473 -0.923733 3.03904 5.03884 
4.31974 -0.923733 3.03808 5.03806 
4.32478 -0.927509 3.03712 5.03693 
4.32975 -0.927509 3.03618 5.03618 
4.33474 -0.931197 3.03526 5.03507 
4.33973 -0.931197 3.03433 5.03432 
4.34472 -0.934795 3.03344 5.03325 
4.34975 -0.934795 3.03254 5.03253 
4.35479 -0.938297 3.03166 5.03148 
4.35974 -0.938297 3.03079 5.03079 
4.36478 -0.941726 3.02994 5.02976 
4.36974 -0.941726 3.02908 5.02907 
4.37478 -0.945047 3.02825 5.02809 
4.37974 -0.945047 3.02743 5.02741 
4.38479 -0.948261 3.02662 5.02646 
4.38974 -0.948261 3.02582 5.0258 
4.39476 -0.951376 3.02504 5.02487 
4.39974 -0.951376 3.02425 5.02425 
4.40475 -0.954421 3.0235 5.02334 
4.40974 -0.954421 3.02274 5.02273 
4.41478 -0.957348 3.02201 5.02186 
4.41976 -0.957348 3.02128 5.02126 
4.42478 -0.960199 3.02057 5.02042 
4.42975 -0.960199 3.01986 5.01985 
4.43478 -0.962944 3.01917 5.01903 
4.43975 -0.962944 3.01849 5.01848 
4.44476 -0.965593 3.01782 5.01768 
4.44974 -0.965593 3.01716 5.01716 
4.45479 -0.968137 3.01652 5.01639 
4.45974 -0.968137 3.01589 5.01588 
4.46478 -0.970601 3.01527 5.01515 
4.46974 -0.970601 3.01466 5.01465 
4.47479 -0.972959 3.01407 5.01395 
4.47974 -0.972959 3.01349 5.01348 
4.48478 -0.97522 3.01292 5.0128 
4.48974 -0.97522 3.01236 5.01235 
4.49478 -0.977384 3.01181 5.0117 
4.49975 -0.977384 3.01128 5.01127 
4.50478 -0.97944 3.01076 5.01065 
4.50976 -0.97944 3.01024 5.01024 
4.51474 -0.981409 3.00975 5.00965 
4.51976 -0.981409 3.00926 5.00925 
4.52479 -0.98328 3.00879 5.00869 
4.52974 -0.98328 3.00833 5.00832 
4.53479 -0.98506 3.00788 5.00779 
4.53974 -0.98506 3.00744 5.00744 
4.54479 -0.986732 3.00702 5.00694 
4.54975 -0.986732 3.00661 5.0066 
4.55479 -0.988301 3.00621 5.00613 
4.55975 -0.988301 3.00582 5.00582 
4.56479 -0.989781 3.00545 5.00537 
4.56976 -0.989781 3.00509 5.00508 
4.57473 -0.991153 3.00474 5.00467 
4.57972 -0.991153 3.0044 5.0044 
4.58476 -0.992432 3.00408 5.00401 
4.58975 -0.992432 3.00376 5.00376 
4.59479 -0.993613 3.00346 5.0034 
4.59975 -0.993613 3.00317 5.00317 
4.60472 -0.994688 3.0029 5.00285 
4.60974 -0.994688 3.00264 5.00263 
4.61479 -0.995672 3.00239 5.00234 
4.61974 -0.995672 3.00215 5.00215 
4.62479 -0.996548 3.00193 5.00188 
4.62974 -0.996548 3.00171 5.00171 
4.63476 -0.997331 3.00151 5.00147 
4.63974 -0.997331 3.00132 5.00132 
4.64478 -0.998011 3.00115 5.00111 
4.64974 -0.998011 3.00098 5.00098 
4.65478 -0.99859 3.00083 5.0008 
4.65974 -0.99859 3.0007 5.00069 
4.66479 -0.999071 3.00057 5.00055 
4.66975 -0.999071 3.00046 5.00046 
4.67478 -0.999453 3.00036 5.00034 
4.67974 -0.999453 3.00027 5.00027 
4.68479 -0.999734 3.00019 5.00018 
4.68974 -0.999734 3.00013 5.00013 
4.69479 -0.999914 3.00008 5.00007 
4.69975 -0.999914 3.00004 5.00004 
4.70478 -0.999995 3.00002 5.00001 
4.70975 -0.999995 3 5 
4.71475 -0.999976 3 5 
4.71976 -0.999976 3.00001 5.00001 
4.72474 -0.999857 3.00004 5.00004 
4.72974 -0.999857 3.00007 5.00007 
4.73478 -0.999638 3.00012 5.00013 
4.73974 -0.999638 3.00019 5.00019 
4.74478 -0.999319 3.00026 5.00028 
4.74974 -0.999319 3.00035 5.00035 
4.75475 -0.9989 3.00044 5.00047 
4.75972 -0.9989 3.00056 5.00056 
4.76478 -0.998381 3.00068 5.00071 
4.76974 -0.998381 3.00082 5.00082 
4.77478 -0.997762 3.00097 5.001 
4.77974 -0.997762 3.00113 5.00113 
4.78471 -0.997046 3.0013 5.00134 
4.78971 -0.997046 3.00149 5.00149 
4.79473 -0.996227 3.00169 5.00173 
4.79972 -0.996227 3.0019 5.0019 
4.80473 -0.995309 3.00212 5.00217 
4.80972 -0.995309 3.00236 5.00236 
4.81475 -0.994293 3.00261 5.00266 
4.81973 -0.994293 3.00287 5.00287 
4.82475 -0.993177 3.00314 5.0032 
4.82974 -0.993177 3.00343 5.00343 
4.83475 -0.991963 3.00373 5.00379 
4.83974 -0.991963 3.00404 5.00405 
4.84474 -0.990645 3.00436 5.00443 
4.84978 -0.990645 3.0047 5.0047 
4.85472 -0.98923 3.00504 5.00512 
4.85976 -0.98923 3.00541 5.00541 
4.86479 -0.987715 3.00578 5.00586 
4.86973 -0.987715 3.00617 5.00617 
4.87472 -0.986108 3.00656 5.00665 
4.87973 -0.986108 3.00697 5.00698 
4.88476 -0.984396 3.0074 5.00748 
4.88974 -0.984396 3.00783 5.00783 
4.89474 -0.982592 3.00828 5.00837 
4.89975 -0.982592 3.00873 5.00874 
4.90475 -0.98068 3.00921 5.0093 
4.90972 -0.98068 3.00969 5.00976 
4.91473 -0.978678 3.01018 5.01029 
4.91973 -0.978678 3.01069 5.0107 
4.92478 -0.976572 3.01121 5.01132 
4.92978 -0.976572 3.01175 5.01175 
4.93478 -0.974364 3.01229 5.0124 
4.93978 -0.974364 3.01285 5.01286 
4.94478 -0.972066 3.01342 5.01354 
4.94975 -0.972066 3.014 5.01401 
4.95478 -0.96967 3.0146 5.01472 
4.95981 -0.96967 3.0152 5.01521 
4.96472 -0.967182 3.01581 5.01595 
4.96976 -0.967182 3.01644 5.01645 
4.97476 -0.964592 3.01708 5.01722 
4.97974 -0.964592 3.01774 5.01775 
4.98478 -0.961912 3.01841 5.01855 
4.98972 -0.961912 3.01909 5.0191 
4.99479 -0.95912 3.01977 5.01992 
4.99974 -0.95912 3.02049 5.02049 
5.00478 -0.956243 3.02119 5.02134 
5.00974 -0.956243 3.02192 5.02194 
5.01478 -0.95328 3.02266 5.02281 
5.01974 -0.95328 3.02341 5.02342 
5.02478 -0.950209 3.02417 5.02433 
5.02972 -0.950209 3.02494 5.02496 
5.03476 -0.947037 3.02573 5.02589 
5.03974 -0.947037 3.02653 5.02654 
5.04474 -0.943789 3.02734 5.02751 
5.04973 -0.943789 3.02817 5.02817 
5.05472 -0.940436 3.02899 5.02917 
5.05972 -0.940436 3.02984 5.02986 
5.06474 -0.936991 3.03069 5.03087 
5.06972 -0.936991 3.03156 5.03157 
5.07473 -0.933451 3.03244 5.03263 
5.07975 -0.933451 3.03333 5.03335 
5.08474 -0.929818 3.03423 5.03443 
5.08974 -0.929818 3.03516 5.03517 
5.09479 -0.926075 3.03607 5.03627 
5.09974 -0.926075 3.03702 5.03704 
5.10478 -0.922257 3.03796 5.03817 
5.10974 -0.922257 3.03893 5.03895 
5.11479 -0.918343 3.0399 5.04011 
5.11974 -0.918343 3.04089 5.04091 
5.12473 -0.914353 3.04188 5.04209 
5.12973 -0.914353 3.04288 5.0429 
5.13472 -0.910251 3.0439 5.04412 
5.13975 -0.910251 3.04493 5.04495 
5.14479 -0.90606 3.04598 5.0462 
5.14974 -0.90606 3.04704 5.04706 
5.15478 -0.901784 3.0481 5.04832 
5.15975 -0.901784 3.04917 5.04919 
5.16476 -0.897417 3.05026 5.05049 
5.16977 -0.897417 3.05139 5.05138 
5.17472 -0.892973 3.05246 5.05271 
5.17972 -0.892973 3.05359 5.05361 
5.18479 -0.888412 3.05472 5.05496 
5.18971 -0.888412 3.05587 5.05589 
5.19478 -0.883779 3.05701 5.05725 
5.19971 -0.883779 3.05819 5.05821 
5.20478 -0.879056 3.05936 5.0596 
5.20972 -0.879056 3.06054 5.06057 
5.21478 -0.874245 3.06174 5.06199 
5.21973 -0.874245 3.06295 5.06298 
5.22477 -0.869354 3.06416 5.06443 
5.22972 -0.869354 3.06539 5.06542 
5.23475 -0.864361 3.06664 5.0669 
5.23972 -0.864361 3.06789 5.06791 
5.24475 -0.859307 3.06916 5.06942 
5.24974 -0.859307 3.07043 5.07044 
5.25475 -0.854159 3.07171 5.07199 
5.25977 -0.854159 3.07301 5.07304 
5.26474 -0.84891 3.07431 5.07459 
5.26971 -0.84891 3.07563 5.07565 
5.27477 -0.843558 3.07695 5.07724 
5.27972 -0.843558 3.07829 5.07832 
5.28474 -0.838165 3.07965 5.07993 
5.28975 -0.838165 3.08102 5.08104 
5.29474 -0.832676 3.08237 5.08266 
5.29975 -0.832676 3.08377 5.08379 
5.30474 -0.827098 3.08514 5.08544 
5.30975 -0.827098 3.08655 5.08658 
5.31473 -0.821426 3.08795 5.08825 
5.31977 -0.821426 3.08939 5.0894 
5.32477 -0.815691 3.09081 5.09111 
5.32976 -0.815691 3.09226 5.09228 
5.33478 -0.809835 3.0937 5.094 
5.33974 -0.809835 3.09518 5.0952 
5.34478 -0.803902 3.09664 5.09695 
5.34974 -0.803902 3.09814 5.09814 
5.35475 -0.797935 3.09961 5.09992 
5.35974 -0.797935 3.10112 5.10114 
5.36479 -0.791871 3.10263 5.10294 
5.36974 -0.791871 3.10415 5.10418 
5.37478 -0.785725 3.10568 5.106 
5.37975 -0.785725 3.10722 5.10726 
5.38478 -0.7795 3.10878 5.1091 
5.38974 -0.7795 3.11034 5.11037 
5.39478 -0.773197 3.11191 5.11223 
5.39974 -0.773197 3.11349 5.11352 
5.40478 -0.766816 3.11508 5.11541 
5.40974 -0.766816 3.11668 5.11671 
5.41476 -0.76036 3.11829 5.11862 
5.41974 -0.76036 3.11993 5.11994 
5.42474 -0.753827 3.12154 5.12188 
5.42974 -0.753827 3.12319 5.12322 
5.43478 -0.747219 3.12483 5.12517 
5.43976 -0.747219 3.1265 5.1265 
5.44479 -0.740563 3.12815 5.1285 
5.44975 -0.740563 3.12984 5.12985 
5.45479 -0.733776 3.13151 5.13186 
5.45974 -0.733776 3.13321 5.13324 
5.46476 -0.726948 3.13491 5.13526 
5.46974 -0.726948 3.13664 5.13666 
5.47478 -0.726948 3.13835 5.13871 
5.47974 -0.726948 3.14008 5.14011 
5.48478 -0.726948 3.14181 5.14218 
5.48976 -0.726948 3.14356 5.14359 
5.49475 -0.726948 3.14532 5.14569 
5.49975 -0.726948 3.14709 5.1471 
5.50475 -0.726948 3.14886 5.14924 
5.50975 -0.726948 3.15065 5.15067 
5.51472 -0.726948 3.15244 5.15282 
5.51972 -0.726948 3.15423 5.15427 
5.52471 -0.726948 3.15604 5.15643 
5.52971 -0.726948 3.15786 5.15789 
5.53474 -0.726948 3.15968 5.16007 
5.53972 -0.726948 3.16152 5.16154 
5.54476 -0.726948 3.16336 5.16377 
5.54972 -0.726948 3.16523 5.16527 
5.55471 -0.726948 3.16708 5.16748 
5.55971 -0.726948 3.16895 5.169 
5.56472 -0.726948 3.17082 5.17123 
5.56972 -0.726948 3.17271 5.17275 
5.57477 -0.726948 3.1746 5.17502 
5.57973 -0.726948 3.1765 5.17655 
5.58471 -0.726948 3.17842 5.17883 
5.58971 -0.726948 3.18036 5.18039 
5.59473 -0.726948 3.18226 5.18268 
5.59976 -0.726948 3.1842 5.18423 
5.60476 -0.726948 3.18616 5.18656 
5.60974 -0.726948 3.1881 5.18814 
5.61479 -0.726948 3.19006 5.19047 
5.61974 -0.726948 3.19204 5.19207 
5.62479 -0.726948 3.194 5.19441 
5.62974 -0.726948 3.196 5.19603 
5.63478 -0.726948 3.19797 5.19839 
5.63974 -0.726948 3.19999 5.20001 
5.64478 -0.726948 3.20197 5.20239 
5.64974 -0.726948 3.20399 5.20403 
5.65476 -0.726948 3.206 5.20642 
5.65974 -0.726948 3.20803 5.20804 
5.66478 -0.726948 3.21006 5.21048 
5.66974 -0.726948 3.2121 5.21213 
5.67475 -0.726948 3.21415 5.21458 
5.67974 -0.726948 3.2162 5.21624 
5.68474 -0.726948 3.21826 5.2187 
5.68974 -0.726948 3.22033 5.22037 
5.69479 -0.726948 3.22241 5.22284 
5.69974 -0.726948 3.22451 5.22454 
5.70478 -0.726948 3.22658 5.22702 
5.70974 -0.726948 3.22868 5.22872 
5.71478 -0.726948 3.23078 5.23122 
5.71974 -0.726948 3.23289 5.23293 
5.72478 -0.726948 3.23501 5.23545 
5.72974 -0.726948 3.23714 5.23717 
5.73479 -0.726948 3.23926 5.23971 
5.73974 -0.726948 3.24142 5.24144 
5.74474 -0.726948 3.24354 5.24399 
5.74974 -0.726948 3.24571 5.24572 
5.75479 -0.726948 3.24785 5.2483 
5.75972 -0.726948 3.25001 5.25003 
5.76478 -0.726948 3.25217 5.25263 
5.76974 -0.726948 3.25436 5.2544 
5.77478 -0.726948 3.25653 5.25699 
5.77974 -0.726948 3.25874 5.25876 
5.78478 -0.726948 3.26091 5.26137 
5.78974 -0.726948 3.26313 5.26315 
5.79478 -0.726948 3.26531 5.26578 
5.79974 -0.726948 3.26754 5.26757 
5.80476 -0.726948 3.26974 5.2702 
5.80975 -0.726948 3.27195 5.27199 
5.81478 -0.726948 3.27418 5.27465 
5.81975 -0.726948 3.27642 5.27645 
5.82478 -0.726948 3.27865 5.27912 
5.82976 -0.726948 3.28093 5.28092 
5.83475 -0.726948 3.28315 5.28362 
5.83975 -0.726948 3.28541 5.28542 
5.84475 -0.726948 3.28766 5.28814 
5.84975 -0.726948 3.28994 5.28995 
5.85476 -0.726948 3.29221 5.29267 
5.85972 -0.726948 3.29449 5.2945 
5.86475 -0.726948 3.29678 5.29724 
5.86972 -0.726948 3.29907 5.2991 
5.87472 -0.726948 3.30135 5.30183 
5.87972 -0.726948 3.30366 5.30369 
5.88472 -0.726948 3.30594 5.30643 
5.88973 -0.726948 3.30826 5.3083 
5.89474 -0.726948 3.31056 5.31105 
5.89973 -0.726948 3.3129 5.31294 
5.90476 -0.726948 3.31521 5.31568 
5.90972 -0.726948 3.31752 5.31755 
5.91474 -0.726948 3.31985 5.32033 
5.91972 -0.726948 3.3222 5.32223 
5.92475 -0.726948 3.32454 5.32501 
5.92975 -0.726948 3.32688 5.32689 
5.93475 -0.726948 3.32923 5.3297 
5.93973 -0.726948 3.33159 5.33159 
5.94475 -0.726948 3.33394 5.33441 
5.94976 -0.726948 3.33631 5.33631 
5.95474 -0.726948 3.33865 5.33914 
5.95973 -0.726948 3.34102 5.34104 
5.96475 -0.726948 3.34339 5.34387 
5.96973 -0.726948 3.34578 5.34578 
5.97476 -0.726948 3.34816 5.34864 
5.97972 -0.726948 3.35055 5.35055 
5.98474 -0.726948 3.35292 5.35341 
5.98973 -0.726948 3.35532 5.35533 
5.99476 -0.726948 3.35769 5.3582 
5.99975 -0.726948 3.3601 5.36012 
6.00475 -0.726948 3.3625 5.363 
6.00974 -0.726948 3.3649 5.36493 
6.01474 -0.726948 3.36732 5.36781 
6.01973 -0.726948 3.36975 5.36975 
6.02474 -0.726948 3.37215 5.37264 
6.02973 -0.726948 3.37459 5.37458 
6.03475 -0.726948 3.377 5.37748 
6.03973 -0.726948 3.37942 5.37943 
6.04475 -0.726948 3.38185 5.38234 
6.04973 -0.726948 3.38429 5.38429 
6.05475 -0.726948 3.38671 5.3872 
6.05973 -0.726948 3.38914 5.38916 
6.06474 -0.726948 3.39159 5.39209 
6.06975 -0.726948 3.39404 5.39404 
6.07475 -0.726948 3.39645 5.39696 
6.07974 -0.726948 3.39893 5.39892 
6.08472 -0.726948 3.40138 5.40187 
6.08973 -0.726948 3.40383 5.40383 
6.09475 -0.726948 3.40627 5.40677 
6.09973 -0.726948 3.40872 5.40874 
6.10475 -0.726948 3.41118 5.4117 
6.10973 -0.726948 3.41365 5.41366 
6.11476 -0.726948 3.41611 5.41662 
6.11973 -0.726948 3.4186 5.41859 
6.12476 -0.726948 3.42105 5.42155 
6.12973 -0.726948 3.4235 5.42353 
6.13475 -0.726948 3.42597 5.42649 
6.13975 -0.726948 3.42847 5.42848 
6.14474 -0.726948 3.43093 5.43144 
6.14975 -0.726948 3.43341 5.43344 
6.15476 -0.726948 3.43589 5.4364 
6.15973 -0.726948 3.43837 5.43839 
6.16475 -0.726948 3.44083 5.44136 
6.16972 -0.726948 3.44331 5.44339 
6.17479 -0.726948 3.4458 5.44635 
6.17972 -0.726948 3.44832 5.44837 
6.18478 -0.726948 3.45079 5.45131 
6.18974 -0.726948 3.45329 5.45332 
6.19478 -0.726948 3.45575 5.45629 
6.19973 -0.726948 3.45826 5.45831 
6.20479 -0.726948 3.46075 5.46127 
6.20973 -0.726948 3.46324 5.46327 
6.21474 -0.726948 3.46574 5.46627 
6.21972 -0.726948 3.46825 5.4683 
6.22479 -0.726948 3.47073 5.47125 
6.22972 -0.726948 3.47324 5.47329 
6.23478 -0.726948 3.47571 5.47625 
6.23977 -0.726948 3.47822 5.47826 
6.24479 -0.726948 3.4807 5.48124 
6.24974 -0.726948 3.48322 5.48326 
6.25479 -0.726948 3.4857 5.48623 
6.25971 -0.726948 3.48821 5.48826 
6.26479 -0.726948 3.4907 5.49122 
6.26976 -0.726948 3.4932 5.49324 
6.27479 -0.726948 3.49568 5.49623 
6.27973 -0.726948 3.49824 5.49824 
6.28475 -0.726948 3.5007 5.50123 
6.28975 -0.726948 3.50322 5.50324 
6.29476 -0.726948 3.5057 5.50623 
6.29974 -0.726948 3.50823 5.50826 
6.30475 -0.726948 3.5107 5.51123 
6.30975 -0.726948 3.5132 5.51324 
6.31478 -0.726948 3.51569 5.51623 
6.31972 -0.726948 3.5182 5.51825 
6.32478 -0.726948 3.52069 5.52123 
6.32974 -0.726948 3.52318 5.52326 
6.33478 -0.726948 3.52569 5.52622 
6.33974 -0.726948 3.52819 5.52824 
6.34478 -0.726948 3.53068 5.53121 
6.34974 -0.726948 3.53318 5.53324 
6.35478 -0.726948 3.53566 5.5362 
6.35972 -0.726948 3.53817 5.53821 
6.36474 -0.726948 3.54066 5.54118 
6.36974 -0.726948 3.54316 5.54318 
6.37475 -0.726948 3.54564 5.54616 
6.37976 -0.726948 3.54815 5.54817 
6.38474 -0.726948 3.55061 5.55114 
6.38971 -0.726948 3.55313 5.55312 
6.39479 -0.726948 3.55559 5.55611 
6.39974 -0.726948 3.55809 5.55813 
6.40479 -0.726948 3.56054 5.56108 
6.40976 -0.726948 3.56305 5.56309 
6.41478 -0.726948 3.5655 5.56604 
6.41977 -0.726948 3.56802 5.56805 
6.42478 -0.726948 3.57045 5.57099 
6.42971 -0.726948 3.57293 5.57299 
6.43477 -0.726948 3.5754 5.57593 
6.43973 -0.726948 3.57791 5.57791 
6.44476 -0.726948 3.58035 5.58087 
6.44974 -0.726948 3.58284 5.58288 
6.45478 -0.726948 3.58528 5.58581 
6.45977 -0.726948 3.58777 5.5878 
6.46478 -0.726948 3.59019 5.59072 
6.46974 -0.726948 3.59269 5.59272 
6.47478 -0.726948 3.59511 5.59563 
6.47971 -0.726948 3.59759 5.59759 
