0 RMx(value) RMy(value) RFz(value) 
5.78489 0 0 0 
5.78985 0 0 0 
5.79489 0 0 0 
5.79989 0 0 0 
5.80489 0 0 0 
5.80987 0 0 0 
5.81489 0 0 0 
5.81991 0 0 0 
5.82489 0 0 0 
5.82991 0 0 0 
5.83489 0 0 0 
5.83989 0 0 0 
5.84489 0 0 0 
5.84991 0 0 0 
5.85489 0 0 0 
5.85989 0 0 0 
5.86489 0 0 0 
5.86991 0 0 0 
5.87489 0 0 0 
5.87989 0 0 0 
5.88489 0 0 0 
5.88985 0 0 0 
5.89489 0 0 0 
5.89991 0 0 0 
5.90489 0 0 0 
5.90989 0 0 0 
5.91489 0 0 0 
5.9199 0 0 0 
5.92489 0 0 0 
5.92991 0 0 0 
5.93489 0 0 0 
5.93991 0 0 0 
5.94486 0 0 0 
5.94991 0 0 0 
5.9549 0 0 0 
5.95989 0 0 0 
5.96489 0 0 0 
5.96991 0 0 0 
5.97489 0 0 0 
5.97991 0 0 0 
5.98489 0 0 0 
5.98991 0 0 0 
5.99489 0 0 0 
5.99989 0 0 0 
6.00489 0 0 0 
6.00989 0 0 0 
6.01489 0 0 0 
6.01991 0 0 0 
6.02489 0 0 0 
6.02989 0 0 0 
6.03489 0 0 0 
6.03989 0 0 0 
6.04486 0 0 0 
6.04991 0 0 0 
6.05489 0 0 0 
6.0599 0 0 0 
6.06489 0 0 0 
6.06992 0 0 0 
6.07489 0 0 0 
6.07989 0 0 0 
6.08489 0 0 0 
6.08992 0 0 0 
6.09489 0 0 0 
6.09991 0 0 0 
6.10489 0 0 0 
6.10986 0 0 0 
6.11489 0 0 0 
6.1199 0 0 0 
6.12485 0 0 0 
6.12988 0 0 0 
6.13489 0 0 0 
6.13991 0 0 0 
6.14489 0 0 0 
6.14991 0 0 0 
6.15489 0 0 0 
6.15989 0 0 0 
6.16489 0 0 0 
6.16989 0 0 0 
6.17489 0 0 0 
6.17989 0 0 0 
6.18489 0 0 0 
6.18986 0 0 0 
6.19489 0 0 0 
6.19986 0 0 0 
6.20489 0 0 0 
6.2099 0 0 0 
6.21489 0 0 0 
6.21989 0 0 0 
6.22489 0 0 0 
6.22989 0 0 0 
6.23489 0 0 0 
6.23984 0 0 0 
6.24484 0 0 0 
6.24983 0 0 0 
6.25489 0 0 0 
6.25991 0 0 0 
6.26486 0 0 0 
6.26989 0 0 0 
6.27488 0 0 0 
6.27989 0 0 0 
6.28489 0 0 0 
6.28991 0 0 0 
6.29489 0 0 0 
6.29992 0 0 0 
6.30489 0 0 0 
6.30986 0 0 0 
6.31489 0 0 0 
6.31989 0 0 0 
6.32489 0 0 0 
6.3299 0 0 0 
6.33489 0 0 0 
6.33991 0 0 0 
6.34489 0 0 0 
6.34989 0 0 0 
6.35489 0 0 0 
6.35989 0 0 0 
6.36489 0 0 0 
6.36989 0 0 0 
6.37489 0 0 0 
6.3799 0 0 0 
6.38489 0 0 0 
6.38992 0 0 0 
6.39488 0 0 0 
6.39989 0 0 0 
6.40489 0 0 0 
6.4099 0 0 0 
6.41489 0 0 0 
6.41986 0 0 0 
6.42489 0 0 0 
6.42985 0 0 0 
6.43489 0 0 0 
6.43989 0 0 0 
6.44489 0 0 0 
6.44989 0 0 0 
6.45489 0 0 0 
6.45991 0 0 0 
6.46489 0 0 0 
6.4699 0 0 0 
6.47489 0 0 0 
6.47989 0 0 0 
6.48489 0 0 0 
6.48989 0 0 0 
6.49489 0 0 0 
6.49989 0 0 0 
6.50489 0 0 0 
6.50991 0 0 0 
6.51489 0 0 0 
6.51989 0 0 0 
6.52489 0 0 0 
6.52991 0 0 0 
6.53489 0 0 0 
6.53989 0 0 0 
6.54489 0 0 0 
6.54989 0 0 0 
6.55489 0 0 0 
6.55989 0 0 0 
6.56489 0 0 0 
6.56991 0 0 0 
6.57487 0 0 0 
6.57991 0 0 0 
6.58486 0 0 0 
6.58989 0 0 0 
6.59489 0 0 0 
6.59989 0 0 0 
6.60489 0 0 0 
6.60991 0 0 0 
6.61489 0 0 0 
6.61991 0 0 0 
6.62483 0 0 0 
6.62991 0 0 0 
6.63489 0 0 0 
6.63989 0 0 0 
6.6449 0 0 0 
6.6499 0 0 0 
6.65489 0 0 0 
6.65986 0 0 0 
6.66485 0 0 0 
6.66991 0 0 0 
6.67489 0 0 0 
6.67989 0 0 0 
6.68489 0 0 0 
6.6899 0 0 0 
6.69489 0 0 0 
6.6999 0 0 0 
6.70489 0 0 0 
6.70985 0 0 0 
6.71489 0 0 0 
6.71989 0 0 0 
6.72489 0 0 0 
6.72991 0 0 0 
6.73489 0 0 0 
6.7399 0 0 0 
6.74486 0 0 0 
6.74987 0 0 0 
6.75489 0 0 0 
6.7599 0 0 0 
6.76489 0 0 0 
6.7699 0 0 0 
6.77489 0 0 0 
6.77991 0 0 0 
6.78489 0 0 0 
6.7899 0 0 0 
6.79489 0 0 0 
6.79989 0 0 0 
6.80489 0 0 0 
6.80988 0 0 0 
6.81485 0 0 0 
6.81991 0 0 0 
6.82489 0 0 0 
6.82991 0 0 0 
6.83489 0 0 0 
6.83983 0 0 0 
6.84483 0 0 0 
6.84984 0 0 0 
6.85489 0 0 0 
6.85989 0 0 0 
6.86489 0 0 0 
6.86989 0 0 0 
6.87489 0 0 0 
6.87989 0 0 0 
6.88489 0 0 0 
6.88991 0 0 0 
6.89489 0 0 0 
6.89991 0 0 0 
6.90488 0 0 0 
6.90989 0 0 0 
6.91486 0 0 0 
6.91989 0 0 0 
6.92486 0 0 0 
6.92986 0 0 0 
6.93489 0 0 0 
6.93991 0 0 0 
6.94489 0 0 0 
6.94991 0 0 0 
6.95489 0 0 0 
6.95989 0 0 0 
6.96489 0 0 0 
6.96991 0 0 0 
6.97489 0 0 0 
6.97992 0 0 0 
6.98489 0 0 0 
6.98991 0 0 0 
6.99489 0 0 0 
6.99986 0 0 0 
7.00489 0 0 0 
7.0099 0 0 0 
7.01489 0 0 0 
7.01991 0 0 0 
7.02489 0 0 0 
7.02989 0 0 0 
7.03489 0 0 0 
7.03989 0 0 0 
7.04489 0 0 0 
7.04991 0 0 0 
7.05489 0 0 0 
7.0599 0 0 0 
7.06489 0 0 0 
7.06986 0 0 0 
7.07489 0 0 0 
7.07989 0 0 0 
7.08489 0 0 0 
7.08991 0 0 0 
7.09489 0 0 0 
7.09991 0 0 0 
7.10489 0 0 0 
7.10991 0 0 0 
7.11489 0 0 0 
7.11989 0 0 0 
7.12489 0 0 0 
7.12989 0 0 0 
7.13489 0 0 0 
7.13991 0 0 0 
7.14489 0 0 0 
7.14991 0 0 0 
7.15489 0 0 0 
7.15989 0 0 0 
7.16489 0 0 0 
7.16989 0 0 0 
7.17489 0 0 0 
7.17988 0 0 0 
7.18489 0 0 0 
7.18991 0 0 0 
7.19489 0 0 0 
7.19989 0 0 0 
7.20489 0 0 0 
7.20991 0 0 0 
7.21489 0 0 0 
7.21989 0 0 0 
7.22486 0 0 0 
7.22987 0 0 0 
7.23486 0 0 0 
7.23989 0 0 0 
7.2449 0 0 0 
7.24991 0 0 0 
7.25489 0 0 0 
7.25991 0 0 0 
7.26489 0 0 0 
7.26989 0 0 0 
7.27489 0 0 0 
7.27989 0 0 0 
7.28489 0 0 0 
7.28991 0 0 0 
7.29489 0 0 0 
7.29989 0 0 0 
7.30489 0 0 0 
7.30989 0 0 0 
7.31489 0 0 0 
7.31989 0 0 0 
7.32489 0 0 0 
7.3299 0 0 0 
7.33486 0 0 0 
7.33991 0 0 0 
7.34489 0 0 0 
7.34989 0 0 0 
7.35489 0 0 0 
7.35989 0 0 0 
7.36489 0 0 0 
7.36989 0 0 0 
7.37489 0 0 0 
7.37986 0 0 0 
7.38485 0 0 0 
7.38983 0 0 0 
7.39483 0 0 0 
7.39986 0 0 0 
7.40489 0 0 0 
7.40991 0 0 0 
7.41489 0 0 0 
7.4199 0 0 0 
7.42489 0 0 0 
7.42991 0 0 0 
7.43489 0 0 0 
7.43989 0 0 0 
7.44489 0 0 0 
7.44989 0 0 0 
7.45489 0 0 0 
7.45991 0 0 0 
7.46489 0 0 0 
7.4699 0 0 0 
7.47485 0 0 0 
7.47987 0 0 0 
7.48487 0 0 0 
7.48988 0 0 0 
7.49489 0 0 0 
7.49989 0 0 0 
7.50489 0 0 0 
7.50989 0 0 0 
7.51489 0 0 0 
7.51989 0 0 0 
7.52489 0 0 0 
7.52991 0 0 0 
7.53489 0 0 0 
7.53989 0 0 0 
7.54483 0 0 0 
7.54989 0 0 0 
7.55489 0 0 0 
7.55989 0 0 0 
7.56489 0 0 0 
7.56991 0 0 0 
7.57489 0 0 0 
7.57991 0 0 0 
7.58489 0 0 0 
7.58989 0 0 0 
7.59489 0 0 0 
7.59986 0 0 0 
7.60489 0 0 0 
7.60991 0 0 0 
7.61489 0 0 0 
7.61991 0 0 0 
7.62488 0 0 0 
7.6299 0 0 0 
7.63489 0 0 0 
7.63989 0 0 0 
7.64487 0 0 0 
7.6499 0 0 0 
7.65489 0 0 0 
7.65985 0 0 0 
7.66484 0 0 0 
7.66986 0 0 0 
7.67486 0 0 0 
7.67989 0 0 0 
7.68489 0 0 0 
7.68983 0 0 0 
7.69483 0 0 0 
7.69983 0 0 0 
7.7049 0 0 0 
7.70989 0 0 0 
7.71489 0 0 0 
7.71986 0 0 0 
7.72489 0 0 0 
7.72991 0 0 0 
7.73489 0 0 0 
7.7399 0 0 0 
7.74489 0 0 0 
7.74986 0 0 0 
7.75484 0 0 0 
7.75989 0 0 0 
7.76489 0 0 0 
7.76989 0 0 0 
7.77489 0 0 0 
7.77991 0 0 0 
7.78489 0 0 0 
7.7899 0 0 0 
7.79489 0 0 0 
7.79983 0 0 0 
7.80489 0 0 0 
7.80989 0 0 0 
7.81489 0 0 0 
7.81991 0 0 0 
7.82489 0 0 0 
7.82991 0 0 0 
7.83489 0 0 0 
7.83989 0 0 0 
7.84489 0 0 0 
7.84991 0 0 0 
7.85486 0 0 0 
7.85989 0 0 0 
7.86483 0 0 0 
7.86991 0 0 0 
7.87489 0 0 0 
7.87989 0 0 0 
7.88489 0 0 0 
7.88991 0 0 0 
7.89489 0 0 0 
7.89991 0 0 0 
7.90489 0 0 0 
7.90989 0 0 0 
7.91485 0 0 0 
7.91989 0 0 0 
7.92489 0 0 0 
7.92991 0 0 0 
7.93489 0 0 0 
7.93991 0 0 0 
7.94489 0 0 0 
7.94991 0 0 0 
7.95487 0 0 0 
7.95989 0 0 0 
7.96489 0 0 0 
7.96991 0 0 0 
7.97489 0 0 0 
7.97989 0 0 0 
7.98489 0 0 0 
7.98991 0 0 0 
7.99489 0 0 0 
7.99989 0 0 0 
8.00489 0 0 0 
8.0099 0 0 0 
8.01489 0 0 0 
8.01986 0 0 0 
8.02489 0 0 0 
8.02983 0 0 0 
8.03489 0 0 0 
8.03989 0 0 0 
8.04489 0 0 0 
8.04991 0 0 0 
8.05489 0 0 0 
8.0599 0 0 0 
8.06489 0 0 0 
8.06992 0 0 0 
8.07489 0 0 0 
8.07989 0 0 0 
8.08489 0 0 0 
8.08991 0 0 0 
8.09489 0 0 0 
8.09991 0 0 0 
8.10489 0 0 0 
8.10991 0 0 0 
8.11489 0 0 0 
8.11989 0 0 0 
8.12489 0 0 0 
8.12989 0 0 0 
8.13489 0 0 0 
8.13991 0 0 0 
8.14489 0 0 0 
8.14991 0 0 0 
8.15489 0 0 0 
8.15989 0 0 0 
8.16489 0 0 0 
8.16989 0 0 0 
8.17489 0 0 0 
8.17989 0 0 0 
8.18485 0 0 0 
8.18991 0 0 0 
8.1949 0 0 0 
8.19989 0 0 0 
8.20489 0 0 0 
8.20991 0 0 0 
8.21484 0 0 0 
8.21985 0 0 0 
8.22483 0 0 0 
8.22987 0 0 0 
8.23487 0 0 0 
8.23987 0 0 0 
8.24487 0 0 0 
8.24992 0 0 0 
8.25489 0 0 0 
8.25983 0 0 0 
8.26489 0 0 0 
8.26989 0 0 0 
8.27489 0 0 0 
8.27989 0 0 0 
8.28489 0 0 0 
8.28991 0 0 0 
8.29488 0 0 0 
8.29989 0 0 0 
8.30489 0 0 0 
8.3099 0 0 0 
8.31489 0 0 0 
8.31989 0 0 0 
8.32489 0 0 0 
8.3299 0 0 0 
8.33489 0 0 0 
8.33989 0 0 0 
8.34489 0 0 0 
8.34985 0 0 0 
8.35489 0 0 0 
8.35989 0 0 0 
8.36489 0 0 0 
8.3699 0 0 0 
8.37489 0 0 0 
8.37985 0 0 0 
8.3849 0 0 0 
8.38989 0 0 0 
8.39486 0 0 0 
8.39989 0 0 0 
8.40489 0 0 0 
8.40991 0 0 0 
8.41489 0 0 0 
8.4199 0 0 0 
8.42489 0 0 0 
8.42991 0 0 0 
8.43489 0 0 0 
8.43989 0 0 0 
8.44485 0 0 0 
8.44989 0 0 0 
8.45489 0 0 0 
8.45991 0 0 0 
8.46489 0 0 0 
8.4699 0 0 0 
8.47489 0 0 0 
8.47989 0 0 0 
8.48489 0 0 0 
8.48989 0 0 0 
8.4949 0 0 0 
8.49989 0 0 0 
8.50486 0 0 0 
8.50991 0 0 0 
8.5149 0 0 0 
8.51989 0 0 0 
8.52489 0 0 0 
8.52991 0 0 0 
8.53489 0 0 0 
8.53989 0 0 0 
8.54489 0 0 0 
8.54989 0 0 0 
8.55489 0 0 0 
8.55989 0 0 0 
8.56489 0 0 0 
8.56991 0 0 0 
8.57489 0 0 0 
8.57991 0 0 0 
8.58489 0 0 0 
8.58989 0 0 0 
8.59489 0 0 0 
8.59986 0 0 0 
8.60486 0 0 0 
8.60991 0 0 0 
8.61486 0 0 0 
8.61991 0 0 0 
8.62489 0 0 0 
8.62991 0 0 0 
8.63489 0 0 0 
8.63989 0 0 0 
8.64489 0 0 0 
8.6499 0 0 0 
8.65489 0 0 0 
8.65985 0 0 0 
8.66486 0 0 0 
8.66991 0 0 0 
8.67489 0 0 0 
8.67989 0 0 0 
8.68489 0 0 0 
8.6899 0 0 0 
8.69489 0 0 0 
8.69991 0 0 0 
8.70489 0 0 0 
8.70989 0 0 0 
8.71485 0 0 0 
8.71989 0 0 0 
8.72489 0 0 0 
8.72991 0 0 0 
8.73489 0 0 0 
8.7399 0 0 0 
8.74489 0 0 0 
8.74983 0 0 0 
8.7549 0 0 0 
8.75989 0 0 0 
8.76486 0 0 0 
8.76989 0 0 0 
8.77489 0 0 0 
8.77991 0 0 0 
8.78489 0 0 0 
8.78989 0 0 0 
8.79489 0 0 0 
8.79987 0 0 0 
8.80489 0 0 0 
8.80988 0 0 0 
8.81485 0 0 0 
8.81991 0 0 0 
8.8249 0 0 0 
8.8299 0 0 0 
8.83489 0 0 0 
8.83989 0 0 0 
8.84489 0 0 0 
8.84991 0 0 0 
8.85489 0 0 0 
8.85989 0 0 0 
8.86489 0 0 0 
8.8699 0 0 0 
8.87486 0 0 0 
8.87983 0 0 0 
8.88483 0 0 0 
8.89305 0 0 0 
8.89488 0 0 0 
8.89984 0 0 0 
8.9049 0 0 0 
8.90983 0 0 0 
8.9149 0 0 0 
8.9199 0 0 0 
8.92485 0 0 0 
8.9299 0 0 0 
8.9349 0 0 0 
8.9399 0 0 0 
8.9449 0 0 0 
8.9499 0 0 0 
8.9549 0 0 0 
8.95989 0 0 0 
8.96489 0 0 0 
8.96985 0 0 0 
8.9749 0 0 0 
8.97988 0 0 0 
8.98489 0 0 0 
8.9899 0 0 0 
8.9949 0 0 0 
8.9999 0 0 0 
9.0049 0 0 0 
9.0099 0 0 0 
9.0149 0 0 0 
9.0199 0 0 0 
9.02487 0 0 0 
9.02983 0 0 0 
9.03483 0 0 0 
9.03987 0 0 0 
9.04487 0 0 0 
9.04987 0 0 0 
9.05487 0 0 0 
9.05989 0 0 0 
9.0649 0 0 0 
9.06989 0 0 0 
9.07489 0 0 0 
9.0799 0 0 0 
9.0849 0 0 0 
9.0899 0 0 0 
9.09489 0 0 0 
9.0999 0 0 0 
9.1049 0 0 0 
9.1099 0 0 0 
9.11486 0 0 0 
9.1199 0 0 0 
9.12487 0 0 0 
9.1299 0 0 0 
9.1349 0 0 0 
9.1399 0 0 0 
9.14489 0 0 0 
9.14989 0 0 0 
9.1549 0 0 0 
9.1599 0 0 0 
9.16487 0 0 0 
9.16986 0 0 0 
9.17487 0 0 0 
9.17986 0 0 0 
9.18489 0 0 0 
9.18989 0 0 0 
9.19489 0 0 0 
9.19989 0 0 0 
9.20489 0 0 0 
9.20989 0 0 0 
9.21489 0 0 0 
9.21986 0 0 0 
9.22484 0 0 0 
9.22987 0 0 0 
9.23487 0 0 0 
9.23989 0 0 0 
9.24489 0 0 0 
9.24983 0 0 0 
9.25489 0 0 0 
9.25989 0 0 0 
9.26489 0 0 0 
9.26989 0 0 0 
9.27489 0 0 0 
9.27985 0 0 0 
9.28489 0 0 0 
9.28989 0 0 0 
9.29489 0 0 0 
9.29989 0 0 0 
9.30489 0 0 0 
9.30989 0 0 0 
9.31489 0 0 0 
9.31989 0 0 0 
9.32489 0 0 0 
9.32989 0 0 0 
9.33489 0 0 0 
9.33989 0 0 0 
9.34489 0 0 0 
9.34989 0 0 0 
9.35489 0 0 0 
9.35984 0 0 0 
9.36489 0 0 0 
9.36989 0 0 0 
9.37489 0 0 0 
9.3799 0 0 0 
9.38489 0 0 0 
9.38989 0 0 0 
9.39489 0 0 0 
9.39989 0 0 0 
9.40489 0 0 0 
9.40989 0 0 0 
9.41489 0 0 0 
9.41989 0 0 0 
9.42489 0 0 0 
9.42989 0 0 0 
9.43485 0 0 0 
9.43985 0 0 0 
9.44487 0 0 0 
9.44987 0 0 0 
9.45489 0 0 0 
9.45989 0 0 0 
9.46489 0 0 0 
9.46989 0 0 0 
9.47489 0 0 0 
9.47989 0 0 0 
9.48489 0 0 0 
9.48989 0 0 0 
9.49489 0 0 0 
9.49989 0 0 0 
9.50489 0 0 0 
9.50989 0 0 0 
9.51489 0 0 0 
9.51989 0 0 0 
9.52489 0 0 0 
9.52988 0 0 0 
9.53489 0 0 0 
9.53989 0 0 0 
9.54489 0 0 0 
9.54989 0 0 0 
9.55489 0 0 0 
9.55989 0 0 0 
9.56489 0 0 0 
9.56989 0 0 0 
9.57489 0 0 0 
9.57989 0 0 0 
9.58489 0 0 0 
9.58985 0 0 0 
9.59489 0 0 0 
9.5999 0 0 0 
9.60484 0 0 0 
9.60989 0 0 0 
9.61489 0 0 0 
9.61989 0 0 0 
9.62489 0 0 0 
9.62987 0 0 0 
9.63486 0 0 0 
9.63986 0 0 0 
9.64485 0 0 0 
9.64989 0 0 0 
9.65489 0 0 0 
9.65988 0 0 0 
9.66489 0 0 0 
9.66989 0 0 0 
9.67489 0 0 0 
9.67989 0 0 0 
9.68486 0 0 0 
9.68989 0 0 0 
9.69489 0 0 0 
9.69989 0 0 0 
9.70489 0 0 0 
9.70989 0 0 0 
9.71489 0 0 0 
9.71989 0 0 0 
9.72489 0 0 0 
9.72989 0 0 0 
9.73489 0 0 0 
9.73989 0 0 0 
9.74489 0 0 0 
9.74983 0 0 0 
9.75486 0 0 0 
9.75989 0 0 0 
9.76489 0 0 0 
9.76986 0 0 0 
9.77489 0 0 0 
9.77989 0 0 0 
9.78489 0 0 0 
9.78989 0 0 0 
9.79489 0 0 0 
9.79989 0 0 0 
9.80489 0 0 0 
9.8099 0 0 0 
9.81489 0 0 0 
9.81989 0 0 0 
9.82489 0 0 0 
9.82989 0 0 0 
9.83489 0 0 0 
9.83989 0 0 0 
9.84489 0 0 0 
9.84989 0 0 0 
9.85489 0 0 0 
9.85989 0 0 0 
9.8649 0 0 0 
9.86989 0 0 0 
9.87489 0 0 0 
9.8799 0 0 0 
9.88489 0 0 0 
9.88989 0 0 0 
9.89489 0 0 0 
9.89989 0 0 0 
9.90489 0 0 0 
9.90989 0 0 0 
9.91489 0 0 0 
9.91983 0 0 0 
9.92486 0 0 0 
9.92989 0 0 0 
9.93484 0 0 0 
9.94021 0 0 0 
9.94482 0 0 0 
9.94982 0 0 0 
9.95481 0 0 0 
9.95987 0 0 0 
9.96483 0 0 0 
9.96986 0 0 0 
9.97486 0 0 0 
9.97986 0 0 0 
9.98489 0 0 0 
9.98986 0 0 0 
9.99482 0 0 0 
9.99982 0 0 0 
10.0049 0 0 0 
10.0099 0 0 0 
10.0149 0 0 0 
10.0199 0 0 0 
10.0249 0 0 0 
10.0299 0 0 0 
10.0349 0 0 0 
10.0399 0 0 0 
10.0449 0 0 0 
10.0499 0 0 0 
10.0549 0 0 0 
10.0599 0 0 0 
10.0649 0 0 0 
10.0699 0 0 0 
10.0749 0 0 0 
10.0799 0 0 0 
10.0849 0 0 0 
10.0899 0 0 0 
10.0949 0 0 0 
10.0999 0 0 0 
10.1049 0 0 0 
10.1099 0 0 0 
10.1149 0 0 0 
10.1199 0 0 0 
10.1249 0 0 0 
10.1299 0 0 0 
10.1349 0 0 0 
10.1399 0 0 0 
10.1449 0 0 0 
10.1499 0 0 0 
10.1549 0 0 0 
10.1599 0 0 0 
10.1649 0 0 0 
10.1699 0 0 0 
10.1749 0 0 0 
10.1799 0 0 0 
10.1849 0 0 0 
10.1899 0 0 0 
10.1949 0 0 0 
10.1999 0 0 0 
10.2049 0 0 0 
10.2099 0 0 0 
10.2149 0 0 0 
10.2199 0 0 0 
10.2249 0 0 0 
10.2299 0 0 0 
10.2349 0 0 0 
10.2399 0 0 0 
10.2449 0 0 0 
10.2499 0 0 0 
10.2549 0 0 0 
10.2599 0 0 0 
10.2649 0 0 0 
10.2699 0 0 0 
10.2749 0 0 0 
10.2799 0 0 0 
10.2849 0 0 0 
10.2899 0 0 0 
10.2949 0 0 0 
10.2999 0 0 0 
10.3049 0 0 0 
10.3099 0 0 0 
10.3149 0 0 0 
10.3199 0 0 0 
10.3249 0 0 0 
10.3299 0 0 0 
10.3349 0 0 0 
10.3399 0 0 0 
10.3449 0 0 0 
10.3499 0 0 0 
10.3549 0 0 0 
10.3599 0 0 0 
10.3649 0 0 0 
10.3699 0 0 0 
10.3749 0 0 0 
10.3799 0 0 0 
10.3849 0 0 0 
10.3899 0 0 0 
10.3949 0 0 0 
10.3999 0 0 0 
10.4049 0 0 0 
10.4099 0 0 0 
10.4149 0 0 0 
10.4199 0 0 0 
10.4249 0 0 0 
10.4299 0 0 0 
10.4349 0 0 0 
10.4399 0 0 0 
10.4449 0 0 0 
10.4499 0 0 0 
10.4549 0 0 0 
10.4599 0 0 0 
10.4649 0 0 0 
10.4699 0 0 0 
10.4749 0 0 0 
10.4799 0 0 0 
10.4848 0 0 0 
10.4898 0 0 0 
10.4948 0 0 0 
10.4999 0 0 0 
10.5049 0 0 0 
10.5099 0 0 0 
10.5149 0 0 0 
10.5199 0 0 0 
10.5249 0 0 0 
10.5298 0 0 0 
10.5349 0 0 0 
10.5398 0 0 0 
10.5449 0 0 0 
10.5499 0 0 0 
10.5549 0 0 0 
10.5599 0 0 0 
10.5649 0 0 0 
10.5698 0 0 0 
10.5749 0 0 0 
10.5799 0 0 0 
10.5849 0 0 0 
10.5899 0 0 0 
10.5949 0 0 0 
10.5998 0 0 0 
10.6049 0 0 0 
10.6099 0 0 0 
10.6149 0 0 0 
10.6198 0 0 0 
10.6249 0 0 0 
10.6299 0 0 0 
10.6348 0 0 0 
10.6398 0 0 0 
10.6449 0 0 0 
10.6499 0 0 0 
10.6549 0 0 0 
10.6599 0 0 0 
10.6649 0 0 0 
10.6698 0 0 0 
10.6749 0 0 0 
10.6799 0 0 0 
10.6849 0 0 0 
10.6899 0 0 0 
10.6948 0 0 0 
10.6999 0 0 0 
10.7048 0 0 0 
10.7099 0 0 0 
10.7148 0 0 0 
10.7199 0 0 0 
10.7249 0 0 0 
10.7299 0 0 0 
10.7349 0 0 0 
10.7399 0 0 0 
10.7449 0 0 0 
10.7499 0 0 0 
10.7548 0 0 0 
10.7599 0 0 0 
10.7649 0 0 0 
10.7698 0 0 0 
10.7749 0 0 0 
10.7799 0 0 0 
10.7849 0 0 0 
10.7899 0 0 0 
10.7949 0 0 0 
10.7999 0 0 0 
10.8049 0 0 0 
10.8099 0 0 0 
10.8148 0 0 0 
10.8198 0 0 0 
10.8248 0 0 0 
10.8299 0 0 0 
10.8349 0 0 0 
10.8399 0 0 0 
10.8449 0 0 0 
10.8499 0 0 0 
10.8549 0 0 0 
10.8598 0 0 0 
10.8649 0 0 0 
10.8698 0 0 0 
10.8749 0 0 0 
10.8799 0 0 0 
10.8848 0 0 0 
10.8898 0 0 0 
10.8949 0 0 0 
10.8999 0 0 0 
10.9049 0 0 0 
10.9099 0 0 0 
10.9149 0 0 0 
10.9199 0 0 0 
10.9249 0 0 0 
10.9299 0 0 0 
10.9349 0 0 0 
10.9398 0 0 0 
10.9449 0 0 0 
10.9499 0 0 0 
10.9549 0 0 0 
10.9599 0 0 0 
10.9649 0 0 0 
10.9699 0 0 0 
10.9749 0 0 0 
10.9799 0 0 0 
10.9849 0 0 0 
10.9899 0 0 0 
10.9949 0 0 0 
10.9999 0 0 0 
11.0049 0 0 0 
11.0099 0 0 0 
11.0149 0 0 0 
11.0199 0 0 0 
11.0249 0 0 0 
11.0299 0 0 0 
11.0349 0 0 0 
11.0399 0 0 0 
11.0449 0 0 0 
11.0499 0 0 0 
11.0549 0 0 0 
11.0599 0 0 0 
11.0649 0 0 0 
11.0699 0 0 0 
11.0749 0 0 0 
11.0799 0 0 0 
11.0849 0 0 0 
11.0899 0 0 0 
11.0949 0 0 0 
11.0999 0 0 0 
11.1049 0 0 0 
11.1099 0 0 0 
11.1149 0 0 0 
11.1199 0 0 0 
11.1249 0 0 0 
11.1299 0 0 0 
11.1348 0 0 0 
11.1399 0 0 0 
11.1449 0 0 0 
11.1499 0 0 0 
11.1549 0 0 0 
11.1599 0 0 0 
11.1649 0 0 0 
11.1699 0 0 0 
11.1749 0 0 0 
11.1799 0 0 0 
11.1849 0 0 0 
11.1899 0 0 0 
11.1949 0 0 0 
11.1999 0 0 0 
11.2049 0 0 0 
11.2099 0 0 0 
11.2149 0 0 0 
11.2199 0 0 0 
11.2249 0 0 0 
11.2299 0 0 0 
11.2349 0 0 0 
11.2399 0 0 0 
11.2449 0 0 0 
11.2499 0 0 0 
11.2549 0 0 0 
11.2599 0 0 0 
11.2649 0 0 0 
11.2699 0 0 0 
11.2749 0 0 0 
11.2799 0 0 0 
11.2849 0 0 0 
11.2899 0 0 0 
11.2949 0 0 0 
11.2999 0 0 0 
11.3049 0 0 0 
11.3099 0 0 0 
11.3149 0 0 0 
11.3199 0 0 0 
11.3249 0 0 0 
11.3299 0 0 0 
11.3349 0 0 0 
11.3399 0 0 0 
11.3449 0 0 0 
11.3499 0 0 0 
11.3549 0 0 0 
11.3599 0 0 0 
11.3649 0 0 0 
11.3699 0 0 0 
11.3749 0 0 0 
11.3799 0 0 0 
11.3849 0 0 0 
11.3899 0 0 0 
11.3949 0 0 0 
11.3999 0 0 0 
11.4049 0 0 0 
11.4099 0 0 0 
11.4149 0 0 0 
11.4199 0 0 0 
11.4248 0 0 0 
11.4299 0 0 0 
11.4349 0 0 0 
11.4398 0 0 0 
11.4448 0 0 0 
11.4498 0 0 0 
11.4549 0 0 0 
11.4599 0 0 0 
11.4649 0 0 0 
11.4699 0 0 0 
11.4749 0 0 0 
11.4799 0 0 0 
11.4849 0 0 0 
11.4899 0 0 0 
11.4949 0 0 0 
11.4999 0 0 0 
11.5049 0 0 0 
11.5099 0 0 0 
11.5149 0 0 0 
11.5199 0 0 0 
11.5249 0 0 0 
11.5299 0 0 0 
11.5349 0 0 0 
11.5399 0 0 0 
11.5449 0 0 0 
11.5499 0 0 0 
11.5549 0 0 0 
11.5599 0 0 0 
11.5649 0 0 0 
11.5699 0 0 0 
11.5749 0 0 0 
11.5799 0 0 0 
11.5849 0 0 0 
11.5899 0 0 0 
11.5949 0 0 0 
11.5999 0 0 0 
