0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	0	0	0	0
0	0	0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	0	0	0	0
0	0	0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	0	0	0	0
0	0	0	0.059069737	0.007168009	-0.000931958	-0.143846818	0	0	0	0	0	0	0	0	0
0	0	0	0.233015624	0.02848914	-0.003858695	-0.568162826	0	0	0	0	0	0	0	0	0
0	0	0	0.514513487	0.063678494	-0.009190473	-1.257168832	0	0	0	0	0	0	0	0	0
0	0	0	0.891144843	0.112445183	-0.017575495	-2.184590369	0	0	0	0	0	0	0	0	0
0	0	0	1.353459115	0.174497266	-0.029859092	-3.330562258	0	0	0	0	0	0	0	0	0
0	0	0	1.888026881	0.249553544	-0.047016275	-4.667040535	0	0	0	0	0	0	0	0	0
0	0	0	2.482483142	0.337349554	-0.070109706	-6.168378637	0	0	0	0	0	0	0	0	0
0	0	0	3.125162188	0.437642887	-0.100247349	-7.810554799	0	0	0	0	0	0	0	0	0
0	0	0	3.80539376	0.550217348	-0.138550358	-9.571792528	0	0	0	0	0	0	0	0	0
0	0	0	4.513618372	0.674886013	-0.186128924	-11.43280497	0	0	0	0	0	0	0	0	0
0	0	0	5.241369385	0.811491404	-0.244063779	-13.3767559	0	0	0	0	0	0	0	0	0
0	0	0	5.981198423	0.959907668	-0.313393519	-15.38911115	0	0	0	0	0	0	0	0	0
0	0	0	6.726549505	1.120039493	-0.395104312	-17.45737442	0	0	0	0	0	0	0	0	0
0	0	0	7.471632602	1.29182277	-0.49012288	-19.57082814	0	0	0	0	0	0	0	0	0
0	0	0	8.211300275	1.475225569	-0.599311655	-21.72028228	0	0	0	0	0	0	0	0	0
0	0	0	8.940923471	1.670246542	-0.723463726	-23.89781272	0	0	0	0	0	0	0	0	0
0	0	0	9.65629824	1.876917859	-0.86330141	-26.09657878	0	0	0	0	0	0	0	0	0
0	0	0	10.3535435	2.095302285	-1.019471804	-28.31060152	0	0	0	0	0	0	0	0	0
0	0	0	11.02953841	2.325489437	-1.192575039	-30.53571458	0	0	0	0	0	0	0	0	0
0	0	0	11.6793599	2.567638342	-1.383028313	-32.76411132	0	0	0	0	0	0	0	0	0
0	0	0	12.30118031	2.821891002	-1.591331234	-34.99476582	0	0	0	0	0	0	0	0	0
0	0	0	12.89131492	3.088463363	-1.817805251	-37.22291254	0	0	0	0	0	0	0	0	0
0	0	0	13.44659557	3.367603742	-2.062723929	-39.44509496	0	0	0	0	0	0	0	0	0
0	0	0	13.96387361	3.659600363	-2.326288569	-41.65810026	0	0	0	0	0	0	0	0	0
