-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.85861912	34.23381764	-7.930078261	-23.08373327
-47.83716514	34.22042284	-7.926067246	-23.10670181
-47.77327855	34.18052989	-7.914129256	-23.17504173
-47.66773527	34.11460797	-7.894427555	-23.2877556
-47.52138801	34.02316596	-7.867151146	-23.44366076
-47.33516653	33.90675494	-7.832514176	-23.64139648
-47.11005924	33.76595949	-7.790751851	-23.87945153
-46.84711131	33.60139963	-7.742119402	-24.15617443
-46.54741443	33.41372779	-7.686889472	-24.46979263
-46.21209812	33.20362667	-7.625349746	-24.81843005
-45.84232114	32.97180715	-7.557800561	-25.20012433
-45.43926322	32.71900612	-7.484552534	-25.61284349
-45.00411731	32.44598434	-7.405924232	-26.05450157
-44.5380824	32.15352421	-7.32223991	-26.52297334
-44.04235703	31.84242753	-7.233827345	-27.01610762
-43.51813363	31.51351324	-7.141015779	-27.53173944
-42.96659357	31.16761506	-7.044133979	-28.06770073
-42.38889601	30.80557473	-6.94350723	-28.62183645
-41.78620248	30.42825708	-6.839460525	-29.19198594
-41.15963299	30.03652166	-6.732309871	-29.77602949
-40.50970511	29.63123738	-6.622365707	-30.37311295
-39.83895624	29.21327585	-6.509930549	-30.97807406
-39.14748004	28.78350889	-6.395297966	-31.5909224
-38.43630363	28.3428061	-6.278751704	-32.20967259
-37.70643263	27.89203244	-6.160564966	-32.83237475
-36.95885237	27.43204588	-6.040999825	-33.45711573
-36.19452937	26.96369506	-5.920306771	-34.08201996
-35.41501415	26.4878171	-5.798724381	-34.70396998
-34.62041769	26.00523543	-5.676479104	-35.32291961
-33.8119548	25.51675189	-5.553783685	-35.93647062
-32.99054686	25.02316824	-5.430843006	-36.54290542
-32.15707688	24.52524934	-5.30784537	-37.14056992
-31.31243057	24.0237448	-5.184968494	-37.72784366
-30.45748947	23.51938167	-5.062378253	-38.30314654
-29.59313363	23.01286313	-4.940228948	-38.86493829
-28.72024419	22.50486727	-4.81866361	-39.41171791
-27.83970589	21.99604614	-4.697814355	-39.94202332
-26.95240944	21.48702486	-4.577802767	-40.45443093
-26.05925373	20.97840097	-4.458740298	-40.94755548
-25.1611478	20.4707439	-4.340728706	-41.42004993
-24.25901265	19.96459465	-4.223860485	-41.87060547
-23.35378271	19.46046557	-4.108219317	-42.29795168
-22.44639635	18.95883434	-3.99387917	-42.70086147
-21.53784002	18.46016797	-3.880910183	-43.07813253
-20.62908408	17.96488713	-3.769370939	-43.42861669
-19.72112629	17.47339044	-3.659314374	-43.75120098
-18.81498105	16.98604894	-3.550786839	-44.04481321
-17.91167901	16.50320662	-3.443828522	-44.30842275
