0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	-9.32E-14	0	0	0
0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	-9.32E-14	0	0	0
0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	-9.32E-14	0	0	0
0	3.54E-16	-1.02E-07	-3.99E-07	1.27E-13	0	0	0	0	0	-9.32E-14	0	0	0
0	0.059069737	0.007168009	-0.000931958	-0.143846818	0	0	0.019407317	-0.005551059	-0.000868854	-0.07664096	0	0	0
0	0.233015624	0.02848914	-0.003858695	-0.568162826	0	0	0.076741132	-0.022087248	-0.003424136	-0.303721899	0	0	0
0	0.514513487	0.063678494	-0.009190473	-1.257168832	0	0	0.169773466	-0.04945053	-0.007549244	-0.675215499	0	0	0
0	0.891144843	0.112445183	-0.017575495	-2.184590369	0	0	0.295220773	-0.087505195	-0.013079195	-1.183024725	0	0	0
0	1.353459115	0.174497266	-0.029859092	-3.330562258	0	0	0.447196174	-0.136137249	-0.019809229	-1.813723093	0	0	0
0	1.888026881	0.249553544	-0.047016275	-4.667040535	0	0	0.622972512	-0.195252182	-0.027497106	-2.560636744	0	0	0
0	2.482483142	0.337349554	-0.070109706	-6.168378637	0	0	0.816597917	-0.264775846	-0.035875754	-3.410439003	0	0	0
0	3.125162188	0.437642887	-0.100247349	-7.810554799	0	0	1.022809538	-0.34465225	-0.044656973	-4.35134893	0	0	0
0	3.80539376	0.550217348	-0.138550358	-9.571792528	0	0	1.236411052	-0.434842949	-0.053537955	-5.371816398	0	0	0
0	4.513618372	0.674886013	-0.186128924	-11.43280497	0	0	1.452398025	-0.535326477	-0.062206302	-6.460778566	0	0	0
0	5.241369385	0.811491404	-0.244063779	-13.3767559	0	0	1.666037392	-0.646096274	-0.070343954	-7.60781119	0	0	0
0	5.981198423	0.959907668	-0.313393519	-15.38911115	0	0	1.872916443	-0.767160731	-0.077630418	-8.803229975	0	0	0
0	6.726549505	1.120039493	-0.395104312	-17.45737442	0	0	2.068960063	-0.898540888	-0.083745001	-10.03811079	0	0	0
0	7.471632602	1.29182277	-0.49012288	-19.57082814	0	0	2.250432014	-1.040269629	-0.088368462	-11.30428623	0	0	0
0	8.211300275	1.475225569	-0.599311655	-21.72028228	0	0	2.413923302	-1.192391135	-0.091184032	-12.5943166	0	0	0
0	8.940923471	1.670246542	-0.723463726	-23.89781272	0	0	2.556330479	-1.354958073	-0.091877862	-13.90142592	0	0	0
0	9.65629824	1.876917859	-0.86330141	-26.09657878	0	0	2.674834161	-1.528032346	-0.0901391	-15.21946049	0	0	0
0	10.3535435	2.095302285	-1.019471804	-28.31060152	0	0	2.766872062	-1.71168071	-0.085659574	-16.54280438	0	0	0
0	11.02953841	2.325489437	-1.192575039	-30.53571458	0	0	2.830117462	-1.905976627	-0.078133131	-17.86634502	0	0	0
0	11.6793599	2.567638342	-1.383028313	-32.76411132	0	0	2.862455609	-2.110997282	-0.067254691	-19.18540496	0	0	0
0	12.30118031	2.821891002	-1.591331234	-34.99476582	0	0	2.861964014	-2.326819918	-0.052719236	-20.4956784	0	0	0
0	12.89131492	3.088463363	-1.817805251	-37.22291254	0	0	2.826895849	-2.553523644	-0.034220269	-21.79320825	0	0	0
0	13.44659557	3.367603742	-2.062723929	-39.44509496	0	0	2.755664643	-2.791185724	-0.01144835	-23.07433318	0	0	0
0	13.96387361	3.659600363	-2.326288569	-41.65810026	0	0	2.646833374	-3.03987705	0.015910285	-24.33564046	0	0	0
0	14.43999427	3.964789026	-2.608635841	-43.85892473	0	0	2.499103558	-3.299663912	0.048175838	-25.57395799	0	0	0
0	14.87176825	4.283553463	-2.909840816	-46.04470458	0	0	2.311307845	-3.570603273	0.085676572	-26.78631624	0	0	0
0	15.2559495	4.616325015	-3.229920404	-48.21265412	0	0	2.082406584	-3.852737167	0.128750149	-27.9699155	0	0	0
0	15.5892277	4.963590933	-3.568846749	-50.36006773	0	0	1.811480474	-4.146094214	0.177745982	-29.12212917	0	0	0
0	15.86821107	5.325892943	-3.926553526	-52.48426096	0	0	1.49773006	-4.450682791	0.233026354	-30.24047415	0	0	0
0	16.08941955	5.703831109	-4.302949836	-54.58255388	0	0	1.140653736	-4.766486179	0.294973122	-31.32299139	0	0	0
0	16.24927679	6.098060218	-4.697929817	-56.65221949	0	0	0.739148751	-5.093467879	0.36396294	-32.36630101	0	0	0
0	16.34411174	6.509296214	-5.111396008	-58.69049672	0	0	0.293395234	-5.431544673	0.440421904	-33.36964083	0	0	0
0	16.37015699	6.938310948	-5.543275544	-60.69454867	0	0	-0.19697468	-5.780605961	0.52477472	-34.3309461	0	0	0
0	16.32355433	7.385923606	-5.993538198	-62.6614242	0	0	-0.733134333	-6.140514576	0.617432281	-35.24626896	0	0	0
0	16.2003645	7.853000678	-6.46222916	-64.58807476	0	0	-1.31402585	-6.511051034	0.71888726	-36.1162993	0	0	0
0	15.99658008	8.340440582	-6.949493356	-66.47131905	0	0	-1.940034541	-6.891973162	0.829598859	-36.93849752	0	0	0
0	15.70814802	8.849152055	-7.455601461	-68.30781248	0	0	-2.611004483	-7.282971694	0.950050522	-37.71131285	0	0	0
0	15.33099201	9.3800395	-7.980991476	-70.09406996	0	0	-3.326663447	-7.683680115	1.080736539	-38.43331618	0	0	0
0	14.86104605	9.933967863	-8.526298994	-71.82644164	0	0	-4.086618003	-8.093667277	1.222157781	-39.10319545	0	0	0
0	14.29495526	10.511649	-9.092488612	-73.50261469	0	0	-4.890346778	-8.512430038	1.374816163	-39.71975441	0	0	0
0	13.62787702	11.11382813	-9.680550492	-75.11647145	0	0	-5.737215296	-8.939397713	1.539212301	-40.28192919	0	0	0
0	12.85647601	11.74092298	-10.29197525	-76.66484857	0	0	-6.626468945	-9.373925184	1.715838318	-40.78878505	0	0	0
0	11.97724831	12.39312383	-10.92851111	-78.14354652	0	0	-7.557237727	-9.815293054	1.905172106	-41.23952359	0	0	0
